ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
chloroplast stroma	chloroplast stroma	31/1782	114/25972	0.271929824561404	3.96327800421368	8.60612419811227	1.91878205375652e-11	1.01695448849096e-09	7.93218992557721e-10	LOC118481998/LOC110924990/LOC110927370/LOC110867903/LOC110937638/LOC110937954/LOC110938182/LOC110865645/LOC110867859/LOC110868428/LOC110873062/LOC110873284/LOC110878017/LOC110878416/LOC110885627/LOC110889612/LOC110893753/LOC110894500/LOC110916418/LOC110908380/LOC110908540/LOC110906814/LOC110908661/LOC110910525/LOC110930991/LOC110915392/LOC110916383/LOC110918243/LOC110921180/LOC110921644/LOC110926343	31
chloroplast outer membrane	chloroplast outer membrane	17/1782	37/25972	0.45945945945946	6.69645402978736	9.41114759788586	6.51465412080242e-11	3.16503612702318e-09	2.46871103525144e-09	LOC110868132/LOC110938283/LOC110940811/LOC110899628/LOC110899627/LOC110872801/LOC110878504/LOC110879488/LOC110879533/LOC118479237/LOC110884259/LOC110879531/LOC110936627/LOC110894603/LOC110910122/LOC110915824/LOC110912517	17
protein serine/threonine kinase activity	protein serine/threonine kinase activity	68/1782	432/25972	0.157407407407407	2.29415554724197	7.36203973212667	1.13015404459421e-10	5.06830621537251e-09	3.95325139485587e-09	LOC110872039/LOC110935481/LOC110929045/LOC110936576/LOC110939826/LOC110940556/LOC110944500/LOC110864962/LOC110868553/LOC110869793/LOC110872488/LOC110872486/LOC110872484/LOC110872478/LOC110872476/LOC110872477/LOC110872475/LOC110872525/LOC110872526/LOC110873217/LOC110877291/LOC110877292/LOC110877290/LOC118482010/LOC110875682/LOC110883992/LOC110884288/LOC110885482/LOC110886808/LOC110890066/LOC110893860/LOC110894993/LOC110892910/LOC110892908/LOC110886482/LOC110898060/LOC110908473/LOC110906781/LOC110912331/LOC110908601/LOC118486512/LOC110906884/LOC110908594/LOC110908593/LOC110908592/LOC110908590/LOC110906824/LOC110908917/LOC110908919/LOC110903661/LOC110907412/LOC110907410/LOC110903783/LOC110903782/LOC110903775/LOC110903832/LOC110903830/LOC110895392/LOC110904184/LOC110910640/LOC110913905/LOC118487489/LOC110913888/LOC110911981/LOC110911980/LOC110909867/LOC110913921/LOC110912035	68
terpenoid biosynthetic process	terpenoid biosynthetic process	10/1782	13/25972	0.769230769230769	11.2112578779245	9.99510113456472	5.33016370259282e-10	2.21963245615115e-08	1.73130129287226e-08	LOC110886119/LOC110900233/LOC110915577/LOC110916735/LOC110897273/LOC110901210/LOC110868536/LOC110894842/LOC110908424/LOC110904306	10
oxidoreductase activity, acting on CH-OH group of donors	oxidoreductase activity, acting on CH-OH group of donors	11/1782	20/25972	0.55	8.01604938271605	8.51927172673778	1.44938752746228e-08	5.63328619007004e-07	4.393932714833e-07	LOC110929308/LOC110929307/LOC110929300/LOC110929299/LOC110916839/LOC110886885/LOC110886886/LOC118490389/LOC110917615/LOC110877524/LOC110877473	11
isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway	8/1782	10/25972	0.8	11.6597081930415	9.15074588341094	1.92160857630057e-08	7.00186124989521e-07	5.4614138484332e-07	LOC110886119/LOC110900233/LOC110897273/LOC110901210/LOC110868536/LOC110904306/LOC110916573/LOC110916217	8
pectate lyase activity	pectate lyase activity	12/1782	27/25972	0.444444444444444	6.47761566280085	7.7290631027511	6.91274433938539e-08	2.37066467638922e-06	1.84910560657244e-06	LOC110925111/LOC110925157/LOC110927365/LOC110936615/LOC110941814/LOC110884485/LOC110883931/LOC110890725/LOC110895065/LOC110898262/LOC110904631/LOC110910464	12
copper ion binding	copper ion binding	21/1782	81/25972	0.259259259259259	3.77860913663383	6.79791622661384	8.18245388888676e-08	2.6502058984561e-06	2.0671462456135e-06	LOC110928971/LOC110868508/LOC110923390/LOC110909872/LOC110909902/LOC118480606/LOC118479261/LOC110872736/LOC110872735/LOC110895267/LOC110878146/LOC110890477/LOC110908976/LOC110908975/LOC110908972/LOC110904806/LOC110911833/LOC110924323/LOC110918149/LOC110925074/LOC110921275	21
flavin adenine dinucleotide binding	flavin adenine dinucleotide binding	26/1782	124/25972	0.209677419354839	3.05597190543427	6.22866247683391	2.5871869813973e-07	7.93857900081382e-06	6.19204862029714e-06	LOC110911321/LOC110929308/LOC110929307/LOC110929300/LOC110929299/LOC110916839/LOC110886885/LOC110886886/LOC118490389/LOC110917615/LOC110930440/LOC110879910/LOC110877524/LOC110877473/LOC110878172/LOC110889631/LOC110879918/LOC110884166/LOC110884177/LOC110885327/LOC110911377/LOC110912543/LOC110912724/LOC110940251/LOC110922623/LOC110922926	26
ABC-type transporter activity	ABC-type transporter activity	31/1782	174/25972	0.17816091954023	2.59663041655379	5.73543358695403	8.79218178143724e-07	2.56292098928895e-05	1.9990644892531e-05	LOC110941576/LOC110864025/LOC110880270/LOC110917217/LOC110928539/LOC110935627/LOC110937000/LOC110936966/LOC110941385/LOC110864936/LOC110868308/LOC110869534/LOC110872381/LOC110873432/LOC110880092/LOC110880093/LOC110880086/LOC110885676/LOC110885681/LOC110885679/LOC110885680/LOC110890707/LOC110891091/LOC110898321/LOC110904649/LOC110904976/LOC110911781/LOC110911782/LOC110913030/LOC110918014/LOC110940927	31
P-type proton-exporting transporter activity	P-type proton-exporting transporter activity	10/1782	23/25972	0.434782608695652	6.33679793100083	6.94967693097588	1.12663582989993e-06	2.9855849492348e-05	2.32874008859698e-05	LOC110911454/LOC110931505/LOC110935782/LOC110941955/LOC110865545/LOC110873767/LOC110927761/LOC110916551/LOC110925413/LOC110925412	10
regulation of intracellular pH	regulation of intracellular pH	10/1782	23/25972	0.434782608695652	6.33679793100083	6.94967693097588	1.12663582989993e-06	2.9855849492348e-05	2.32874008859698e-05	LOC110911454/LOC110931505/LOC110935782/LOC110941955/LOC110865545/LOC110873767/LOC110927761/LOC110916551/LOC110925413/LOC110925412	10
aromatic compound biosynthetic process	aromatic compound biosynthetic process	14/1782	47/25972	0.297872340425532	4.34138071017504	6.22294208730372	1.93082908684169e-06	4.89423198969002e-05	3.81747444171904e-05	LOC110913180/LOC110910237/LOC110910235/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110925529	14
oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen	9/1782	20/25972	0.45	6.55858585858586	6.7495396287195	2.77095990790234e-06	6.7311234429461e-05	5.25023982549917e-05	LOC110918721/LOC110918718/LOC110918717/LOC110918714/LOC110920193/LOC110918711/LOC110918709/LOC110918706/LOC110922333	9
antiporter activity	antiporter activity	23/1782	123/25972	0.186991869918699	2.72533829715401	5.2057726411525	9.56570660116539e-06	0.000223072277939177	0.000173995168492777	LOC110928514/LOC110929764/LOC110939637/LOC110942058/LOC110865537/LOC110872712/LOC110873637/LOC110885212/LOC110883940/LOC110886656/LOC110890712/LOC110890713/LOC110894876/LOC110904164/LOC110910863/LOC110910860/LOC110910843/LOC110910842/LOC110910885/LOC110915208/LOC110915417/LOC110920302/LOC110922235	23
beta-glucuronidase activity	beta-glucuronidase activity	6/1782	10/25972	0.6	8.74478114478114	6.64844880320343	1.70796848763094e-05	0.0003829790878034	0.000298721614030999	LOC110865632/LOC110944865/LOC110877363/LOC110886626/LOC118483700/LOC110893915	6
alcohol dehydrogenase activity, zinc-dependent	alcohol dehydrogenase activity, zinc-dependent	9/1782	27/25972	0.333333333333333	4.85821174710064	5.44404059956782	4.98130286322902e-05	0.00102175386924834	0.000796962483552013	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110872239/LOC110872232/LOC110872231/LOC110872229/LOC110872244	9
S-(hydroxymethyl)glutathione dehydrogenase activity	S-(hydroxymethyl)glutathione dehydrogenase activity	9/1782	27/25972	0.333333333333333	4.85821174710064	5.44404059956782	4.98130286322902e-05	0.00102175386924834	0.000796962483552013	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110872239/LOC110872232/LOC110872231/LOC110872229/LOC110872244	9
NAD binding	NAD binding	19/1782	101/25972	0.188118811881188	2.74176306519541	4.76018035409742	5.08248065320786e-05	0.00102175386924834	0.000796962483552013	LOC110909141/LOC110867903/LOC110929695/LOC110935576/LOC110937702/LOC110937701/LOC110865665/LOC118480454/LOC110921944/LOC110885627/LOC110886894/LOC110894530/LOC110894733/LOC110940001/LOC110898502/LOC110903910/LOC110915392/LOC110915373/LOC110914994	19
methionine biosynthetic process	methionine biosynthetic process	6/1782	12/25972	0.5	7.28731762065095	5.91267395523524	6.66455289418649e-05	0.00125336591526152	0.00097761862488576	LOC110937588/LOC110864809/LOC110868496/LOC110894530/LOC110898236/LOC110898235	6
proton export across plasma membrane	proton export across plasma membrane	6/1782	12/25972	0.5	7.28731762065095	5.91267395523524	6.66455289418649e-05	0.00125336591526152	0.00097761862488576	LOC110911454/LOC110935782/LOC110941955/LOC110865545/LOC110873767/LOC110916551	6
formaldehyde catabolic process	formaldehyde catabolic process	9/1782	28/25972	0.321428571428571	4.68470418470418	5.29472522889585	6.89525900612904e-05	0.00125623000017913	0.000979852595607811	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110872239/LOC110872232/LOC110872231/LOC110872229/LOC110872244	9
microfilament motor activity	microfilament motor activity	8/1782	24/25972	0.333333333333333	4.85821174710064	5.13239398124424	0.000131456704321831	0.00225409584175375	0.0017581825469669	LOC110870809/LOC110936988/LOC110937308/LOC110941445/LOC110873683/LOC110873682/LOC110880427/LOC110890257	8
vesicle transport along actin filament	vesicle transport along actin filament	8/1782	24/25972	0.333333333333333	4.85821174710064	5.13239398124424	0.000131456704321831	0.00225409584175375	0.0017581825469669	LOC110870809/LOC110936988/LOC110937308/LOC110941445/LOC110873683/LOC110873682/LOC110880427/LOC110890257	8
apoplast	apoplast	18/1782	100/25972	0.18	2.62343434343434	4.41468763018528	0.000143227473437624	0.00238576048611813	0.00186088025639258	LOC110868508/LOC110923390/LOC110909872/LOC110909902/LOC118480606/LOC118479261/LOC110872736/LOC110872735/LOC110895267/LOC110878146/LOC110908976/LOC110908975/LOC110908972/LOC110904806/LOC110911833/LOC110918149/LOC110925074/LOC110921275	18
(1->3)-beta-D-glucan biosynthetic process	(1->3)-beta-D-glucan biosynthetic process	6/1782	14/25972	0.428571428571429	6.24627224627225	5.32916883389497	0.000192148878473147	0.00291763673146886	0.00227574084678983	LOC110936412/LOC110868476/LOC110866873/LOC110904356/LOC110882647/LOC110921730	6
1,3-beta-D-glucan synthase activity	1,3-beta-D-glucan synthase activity	6/1782	14/25972	0.428571428571429	6.24627224627225	5.32916883389497	0.000192148878473147	0.00291763673146886	0.00227574084678983	LOC110936412/LOC110868476/LOC110866873/LOC110904356/LOC110882647/LOC110921730	6
1,3-beta-D-glucan synthase complex	1,3-beta-D-glucan synthase complex	6/1782	14/25972	0.428571428571429	6.24627224627225	5.32916883389497	0.000192148878473147	0.00291763673146886	0.00227574084678983	LOC110936412/LOC110868476/LOC110866873/LOC110904356/LOC110882647/LOC110921730	6
oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water	12/1782	53/25972	0.226415094339623	3.29991741312496	4.54905625127746	0.000199685127654751	0.00291763673146886	0.00227574084678983	LOC110907224/LOC110868642/LOC110938221/LOC110938218/LOC110938220/LOC110939887/LOC110865277/LOC110865281/LOC110865284/LOC110865236/LOC110894444/LOC110872089	12
recognition of pollen	recognition of pollen	24/1782	158/25972	0.151898734177215	2.21386864424839	4.15386937751569	0.000200180907819476	0.00291763673146886	0.00227574084678983	LOC118484204/LOC110939826/LOC110940556/LOC110944500/LOC110864962/LOC110869793/LOC110872488/LOC110872486/LOC110872484/LOC110872478/LOC110872476/LOC110872477/LOC110872475/LOC110872525/LOC110872526/LOC110875682/LOC110884288/LOC110894993/LOC110892910/LOC110892908/LOC110886482/LOC110892904/LOC110910640/LOC118479363	24
proton transmembrane transport	proton transmembrane transport	18/1782	104/25972	0.173076923076923	2.52253302253302	4.22262209867364	0.000238840795011253	0.00335441128278342	0.00261642263096946	LOC118482165/LOC110919260/LOC110923768/LOC110931505/LOC110929167/LOC110872003/LOC110927761/LOC110886363/LOC110894125/LOC110910210/LOC110895545/LOC110898508/LOC110915321/LOC110926435/LOC110922235/LOC110925413/LOC110925412/LOC110926402	18
myosin complex	myosin complex	8/1782	26/25972	0.307692307692308	4.48450315116982	4.82472517845552	0.000246792913058213	0.00335441128278342	0.00261642263096946	LOC110870809/LOC110936988/LOC110937308/LOC110941445/LOC110873683/LOC110873682/LOC110880427/LOC110890257	8
protein serine/threonine kinase activator activity	protein serine/threonine kinase activator activity	7/1782	20/25972	0.35	5.10112233445567	4.97980753070122	0.000247409408507182	0.00335441128278342	0.00261642263096946	LOC110910454/LOC110935864/LOC110941924/LOC110873784/LOC110895640/LOC110896194/LOC118486607	7
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	11/1782	48/25972	0.229166666666667	3.34002057613169	4.40422543122386	0.000326310927661558	0.00432361979151564	0.00337240001793763	LOC110911102/LOC110911083/LOC110886277/LOC110898949/LOC110898948/LOC110898945/LOC110898946/LOC110941141/LOC110926657/LOC110899031/LOC110886869	11
lignin biosynthetic process	lignin biosynthetic process	7/1782	22/25972	0.318181818181818	4.63738394041424	4.63246403310067	0.000481999122248494	0.00610414974879194	0.00476120374014285	LOC110878825/LOC110891714/LOC110889471/LOC110889480/LOC110889481/LOC110915419/LOC110915418	7
long-chain fatty acid-CoA ligase activity	long-chain fatty acid-CoA ligase activity	7/1782	22/25972	0.318181818181818	4.63738394041424	4.63246403310067	0.000481999122248494	0.00610414974879194	0.00476120374014285	LOC110895747/LOC110927780/LOC110867086/LOC110868952/LOC110872567/LOC110885243/LOC110896278	7
structural constituent of cell wall	structural constituent of cell wall	5/1782	11/25972	0.454545454545455	6.62483420059178	5.06437214414233	0.000492101266197635	0.00610414974879194	0.00476120374014285	LOC110940294/LOC118480424/LOC110908648/LOC110908649/LOC110929622	5
O-methyltransferase activity	O-methyltransferase activity	14/1782	75/25972	0.186666666666667	2.72059857837636	4.05009970550883	0.000518626386069299	0.00629914964746669	0.00491330260486704	LOC110913180/LOC110910237/LOC110910235/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110925529	14
microtubule	microtubule	14/1782	76/25972	0.184210526315789	2.68480122866088	3.99226512832481	0.00059618799641999	0.0070934204472011	0.00553282952638959	LOC110876680/LOC110929501/LOC110934839/LOC110898952/LOC110873866/LOC110877648/LOC110885716/LOC110885949/LOC110890318/LOC110890873/LOC110894250/LOC110909876/LOC110918093/LOC110920607	14
actin filament severing	actin filament severing	5/1782	12/25972	0.416666666666667	6.0727646838758	4.77049282970441	0.000795998221380328	0.00909935221695551	0.00709744544140974	LOC110866906/LOC110939809/LOC110884179/LOC110885250/LOC110865468	5
aminoacyl-tRNA editing activity	aminoacyl-tRNA editing activity	5/1782	12/25972	0.416666666666667	6.0727646838758	4.77049282970441	0.000795998221380328	0.00909935221695551	0.00709744544140974	LOC110930032/LOC110890364/LOC110895577/LOC110884193/LOC110918312	5
ATPase-coupled intramembrane lipid transporter activity	ATPase-coupled intramembrane lipid transporter activity	6/1782	18/25972	0.333333333333333	4.85821174710064	4.44426977167346	0.000935771262476438	0.0101028638152549	0.00788017905243316	LOC110872136/LOC110878289/LOC110894557/LOC110895711/LOC110903659/LOC110914979	6
phospholipid translocation	phospholipid translocation	6/1782	18/25972	0.333333333333333	4.85821174710064	4.44426977167346	0.000935771262476438	0.0101028638152549	0.00788017905243316	LOC110872136/LOC110878289/LOC110894557/LOC110895711/LOC110903659/LOC110914979	6
regulation of monopolar cell growth	regulation of monopolar cell growth	6/1782	18/25972	0.333333333333333	4.85821174710064	4.44426977167346	0.000935771262476438	0.0101028638152549	0.00788017905243316	LOC110873376/LOC110921083/LOC110900118/LOC118485922/LOC110906829/LOC110904016	6
FAD binding	FAD binding	17/1782	107/25972	0.158878504672897	2.31559625329096	3.70116568705347	0.000968383654340711	0.0102648667360115	0.00800654045311363	LOC110892836/LOC110894858/LOC110894861/LOC110894862/LOC110937588/LOC110940921/LOC110864809/LOC110877064/LOC110877049/LOC118481919/LOC110898388/LOC110898389/LOC110920168/LOC110920170/LOC110923146/LOC110921414/LOC110926662	17
cytidine to uridine editing	cytidine to uridine editing	5/1782	13/25972	0.384615384615385	5.60562893896227	4.5081348041092	0.00122064036701879	0.0124847953328414	0.00973807273411116	LOC110869483/LOC110936793/LOC110864981/LOC110872375/LOC110872376	5
mitochondrial mRNA modification	mitochondrial mRNA modification	5/1782	13/25972	0.384615384615385	5.60562893896227	4.5081348041092	0.00122064036701879	0.0124847953328414	0.00973807273411116	LOC110869483/LOC110936793/LOC110864981/LOC110872375/LOC110872376	5
sterol metabolic process	sterol metabolic process	11/1782	56/25972	0.196428571428571	2.86287477954145	3.78768577327287	0.00129743902886701	0.0130414992039563	0.0101722987381225	LOC110937398/LOC110867641/LOC110908664/LOC110908665/LOC110908667/LOC110908671/LOC110908670/LOC110906944/LOC110908674/LOC110908675/LOC110917837	11
xenobiotic detoxification by transmembrane export across the plasma membrane	xenobiotic detoxification by transmembrane export across the plasma membrane	10/1782	48/25972	0.208333333333333	3.0363823419379	3.83273847654977	0.00133061561393532	0.0131482864902423	0.0102555922429984	LOC110928514/LOC110939637/LOC110885212/LOC110910863/LOC110910860/LOC110910843/LOC110910842/LOC110915208/LOC110915417/LOC110920302	10
COPI vesicle coat	COPI vesicle coat	7/1782	26/25972	0.269230769230769	3.92394025727359	4.04855658541492	0.00145914934450432	0.0141780677974336	0.0110588160846643	LOC110916486/LOC110935617/LOC110936394/LOC110936393/LOC110880122/LOC110904575/LOC110917508	7
chloroplast	chloroplast	41/1782	370/25972	0.110810810810811	1.61502714836048	3.23398837100039	0.00170646180889419	0.0163092989276281	0.0127211648221275	LOC110909141/LOC110910990/LOC110886119/LOC110914275/LOC110923720/LOC110900233/LOC110928585/LOC110928588/LOC110940144/LOC110894471/LOC110935576/LOC110897273/LOC110898253/LOC110936846/LOC110940805/LOC110901210/LOC110868536/LOC110869231/LOC110872134/LOC110873323/LOC110877823/LOC110879462/LOC110879944/LOC110884117/LOC110910250/LOC110908424/LOC110904306/LOC110910148/LOC110910286/LOC110910288/LOC110910602/LOC110912119/LOC110915504/LOC110918013/LOC110918028/LOC110920074/LOC110917813/LOC110918153/LOC110923630/LOC110922746/LOC110930768	41
potassium ion transmembrane transporter activity	potassium ion transmembrane transporter activity	6/1782	20/25972	0.3	4.37239057239057	4.09494148169208	0.00173508635421153	0.0163154087823439	0.0127259304757111	LOC110922944/LOC110869029/LOC110871704/LOC110872749/LOC110895034/LOC110904948	6
chloride transport	chloride transport	5/1782	14/25972	0.357142857142857	5.20522687189354	4.27167385395915	0.00179202452732193	0.0163242234285732	0.0127328058520242	LOC110940781/LOC110865700/LOC110878437/LOC110899634/LOC110912225	5
voltage-gated chloride channel activity	voltage-gated chloride channel activity	5/1782	14/25972	0.357142857142857	5.20522687189354	4.27167385395915	0.00179202452732193	0.0163242234285732	0.0127328058520242	LOC110940781/LOC110865700/LOC110878437/LOC110899634/LOC110912225	5
chloroplast organization	chloroplast organization	10/1782	51/25972	0.196078431372549	2.85777161594155	3.60439009040498	0.00215541086398572	0.019332377441595	0.0150791496881268	LOC110868132/LOC110938283/LOC110940805/LOC110864815/LOC110936627/LOC110926461/LOC110898837/LOC110915824/LOC110912517/LOC110930768	10
