ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
microtubule motor activity	microtubule motor activity	33/3254	70/25972	0.471428571428571	3.76273597330758	8.75971176147965	1.28879397883457e-12	8.86924583616153e-11	7.02978533909765e-11	LOC110879359/LOC110886345/LOC110926114/LOC110865868/LOC110927754/LOC110929674/LOC110930076/LOC110936127/LOC110920655/LOC110938193/LOC110887773/LOC110884181/LOC110910700/LOC110879017/LOC110879393/LOC110895469/LOC110889968/LOC110880329/LOC110920276/LOC110893780/LOC110904591/LOC110897857/LOC110898193/LOC110898927/LOC118485848/LOC110899343/LOC110900270/LOC110909261/LOC110898726/LOC110912948/LOC110915699/LOC110915872/LOC110865169	33
transcription coregulator activity	transcription coregulator activity	35/3254	88/25972	0.397727272727273	3.17448455048332	7.73303595954147	1.06528670203967e-10	6.64509144886229e-09	5.2669152831141e-09	LOC110864993/LOC110872969/LOC110883618/LOC110930015/LOC110931060/LOC118491435/LOC110937904/LOC110939759/LOC110940261/LOC110941861/LOC110864899/LOC110899463/LOC110879789/LOC110884148/LOC110884442/LOC110886431/LOC110894169/LOC110895811/LOC110897732/LOC110899205/LOC110899252/LOC110900385/LOC110908467/LOC110908999/LOC110907369/LOC110904598/LOC110910240/LOC110911866/LOC110911863/LOC118487271/LOC110918924/LOC110918305/LOC110923453/LOC110926062/LOC110922099	35
microtubule-based movement	microtubule-based movement	33/3254	80/25972	0.4125	3.29239397664413	7.77176241813125	1.14116497800805e-10	6.64509144886229e-09	5.2669152831141e-09	LOC110879359/LOC110886345/LOC110926114/LOC110865868/LOC110927754/LOC110929674/LOC110930076/LOC110936127/LOC110920655/LOC110938193/LOC110887773/LOC110884181/LOC110910700/LOC110879017/LOC110879393/LOC110895469/LOC110889968/LOC110880329/LOC110920276/LOC110893780/LOC110904591/LOC110897857/LOC110898193/LOC110898927/LOC118485848/LOC110899343/LOC110900270/LOC110909261/LOC110898726/LOC110912948/LOC110915699/LOC110915872/LOC110865169	33
cellular response to nitrate	cellular response to nitrate	10/3254	10/25972	1	7.98156115550092	8.35702183017879	9.41591089634592e-10	5.09131753466705e-08	4.03539038414825e-08	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
histone deacetylase complex	histone deacetylase complex	20/3254	37/25972	0.540540540540541	4.31435738135185	7.63528292598048	1.61105224248852e-09	8.13044365042538e-08	6.44420896995407e-08	LOC110864993/LOC110939924/LOC110936113/LOC110937904/LOC110939759/LOC110940261/LOC110896141/LOC110879789/LOC110879252/LOC110879618/LOC110897732/LOC110908421/LOC110908467/LOC110903922/LOC110911159/LOC110911337/LOC110911866/LOC110911863/LOC110918305/LOC110921400	20
DNA recombination	DNA recombination	28/3254	68/25972	0.411764705882353	3.28652518167685	7.14521155898278	3.02580245028825e-09	1.43158278429263e-07	1.13467591885809e-07	LOC110939166/LOC110889087/LOC110928238/LOC110934689/LOC110883630/LOC110940531/LOC110944812/LOC110865565/LOC110873364/LOC110870399/LOC110875450/LOC110876583/LOC110892410/LOC110888945/LOC110888846/LOC110892406/LOC110892527/LOC110893053/LOC110908176/LOC110909875/LOC110900954/LOC110907220/LOC110942779/LOC110919932/LOC110924201/LOC110924815/LOC110925248/LOC110922234	28
vesicle	vesicle	19/3254	36/25972	0.527777777777778	4.21249060984771	7.29977848292062	7.02629496339571e-09	3.12876781605326e-07	2.47986881061025e-07	LOC110870357/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110941445/LOC110878917/LOC110865787/LOC110877028/LOC110879510/LOC110889163/LOC110890487/LOC110890727/LOC110893632/LOC110898610/LOC110898901/LOC110916710/LOC110915272/LOC110915333	19
intra-Golgi vesicle-mediated transport	intra-Golgi vesicle-mediated transport	20/3254	40/25972	0.5	3.99078057775046	7.16414890006654	9.57884453189653e-09	3.81641332139246e-07	3.02489827323048e-07	LOC110879325/LOC110916486/LOC110884639/LOC110935617/LOC110936394/LOC110936393/LOC110868038/LOC110868040/LOC110868041/LOC110880122/LOC110886069/LOC110886243/LOC110893895/LOC110894073/LOC110904575/LOC110899159/LOC110909293/LOC110917508/LOC110916687/LOC110926370	20
structural molecule activity	structural molecule activity	20/3254	40/25972	0.5	3.99078057775046	7.16414890006654	9.57884453189653e-09	3.81641332139246e-07	3.02489827323048e-07	LOC110926651/LOC110872130/LOC110916486/LOC110935617/LOC110936394/LOC110936393/LOC110868038/LOC110872682/LOC110878075/LOC110880122/LOC110886069/LOC110904575/LOC110899159/LOC110909293/LOC110865861/LOC110914646/LOC110917508/LOC110916687/LOC110918195/LOC110920891	20
U2-type prespliceosome	U2-type prespliceosome	17/3254	30/25972	0.566666666666667	4.52288465478386	7.30676915145601	1.04992928775072e-08	3.97398235413647e-07	3.14978786325216e-07	LOC110871551/LOC110929906/LOC110871979/LOC110937390/LOC110898498/LOC110868129/LOC110869810/LOC110873316/LOC110878945/LOC110880513/LOC110885154/LOC110889405/LOC110890399/LOC110937130/LOC110894903/LOC110908982/LOC110923717	17
defense response	defense response	73/3254	301/25972	0.242524916943522	1.9357274563175	6.17986929898073	1.55211902647995e-08	5.59501953831107e-07	4.43462578994272e-07	LOC110943756/LOC110928753/LOC110929836/LOC110930398/LOC110930393/LOC110930391/LOC118490216/LOC110928157/LOC110935528/LOC110932751/LOC110936916/LOC118491247/LOC118491248/LOC110942792/LOC110941279/LOC110871763/LOC110869411/LOC110871778/LOC110870752/LOC110871773/LOC110871800/LOC110871799/LOC110884542/LOC110871874/LOC118481941/LOC110877146/LOC110875237/LOC110925486/LOC110877208/LOC110875300/LOC110898036/LOC110874027/LOC110877005/LOC110875280/LOC110874113/LOC110877186/LOC110875305/LOC110877199/LOC110877198/LOC110877197/LOC110875289/LOC110875286/LOC110875284/LOC110877191/LOC110877223/LOC110877237/LOC110875549/LOC110875479/LOC110877400/LOC110877402/LOC110875482/LOC110884978/LOC110881594/LOC118482671/LOC110881709/LOC110885372/LOC110885724/LOC110890543/LOC110892108/LOC110890517/LOC110890518/LOC110892116/LOC110892091/LOC110890439/LOC110892089/LOC110894284/LOC110895299/LOC110899273/LOC110904211/LOC110911073/LOC110871753/LOC110912767/LOC110921318	73
microtubule binding	microtubule binding	53/3254	194/25972	0.27319587628866	2.1805295940286	6.24627638172191	2.20623298678822e-08	7.59144714090311e-07	6.01699905487697e-07	LOC110879359/LOC110886345/LOC110926114/LOC110865868/LOC118490578/LOC110927754/LOC110929674/LOC110930076/LOC110930971/LOC110936127/LOC110920655/LOC110899061/LOC110938193/LOC110887773/LOC110884484/LOC110884181/LOC110910700/LOC110870589/LOC110867818/LOC110868675/LOC110878291/LOC110879017/LOC110879393/LOC110895469/LOC110914480/LOC110889968/LOC110937519/LOC110880329/LOC110920276/LOC110893780/LOC110904591/LOC110894531/LOC110897857/LOC110898193/LOC110898927/LOC118485848/LOC110899343/LOC110900270/LOC110891471/LOC110879307/LOC110909261/LOC110909353/LOC110911688/LOC110898726/LOC110912097/LOC110912948/LOC110915699/LOC110915872/LOC110918739/LOC110865169/LOC110921109/LOC110921932/LOC110926225	53
mitotic sister chromatid cohesion	mitotic sister chromatid cohesion	19/3254	39/25972	0.487179487179487	3.88845287062865	6.8318649391044	3.86875846057836e-08	1.27332615419905e-06	1.00924133754218e-06	LOC110944111/LOC110940767/LOC110890289/LOC110930350/LOC110930351/LOC110936048/LOC110865710/LOC110868292/LOC110868291/LOC110878568/LOC110880033/LOC110884257/LOC110880939/LOC110899404/LOC110899405/LOC110904491/LOC110915317/LOC110915385/LOC110866977	19
U2AF complex	U2AF complex	9/3254	10/25972	0.9	7.18340503995083	7.40161831326091	6.68616723664255e-08	2.10892858255767e-06	1.67154180916064e-06	LOC110882231/LOC110926883/LOC110895878/LOC110869810/LOC110878945/LOC110880513/LOC110889405/LOC110890399/LOC110937130	9
chlorophyllide a oxygenase [overall] activity	chlorophyllide a oxygenase [overall] activity	10/3254	13/25972	0.769230769230769	6.1396624273084	7.01504328734202	1.87629886576426e-07	5.68143296553417e-06	4.50311727783422e-06	LOC110930797/LOC110908482/LOC110908533/LOC110908537/LOC110908539/LOC110883814/LOC110908712/LOC110908705/LOC110904747/LOC110865539	10
chromatin remodeling	chromatin remodeling	23/3254	59/25972	0.389830508474576	3.11145604366985	6.14493461035069	2.5305477114382e-07	7.36778699061045e-06	5.83972548793431e-06	LOC110875408/LOC110881881/LOC110881796/LOC110933011/LOC110884355/LOC110884310/LOC110935923/LOC110864679/LOC110868307/LOC110872459/LOC110884050/LOC110891525/LOC110895866/LOC110898095/LOC110898721/LOC110899997/LOC110899996/LOC110908913/LOC110904295/LOC110904651/LOC110922607/LOC110921942/LOC110925371	23
intracellular protein transport	intracellular protein transport	50/3254	192/25972	0.260416666666667	2.0785315509117	5.67688471760446	2.76687096225859e-07	7.75748636455465e-06	6.14860213835243e-06	LOC110864246/LOC110926651/LOC110872130/LOC110877234/LOC110916486/LOC110883131/LOC110932380/LOC110935617/LOC110936394/LOC110936393/LOC110937640/LOC110940972/LOC110864316/LOC110863911/LOC110867801/LOC110868038/LOC110868040/LOC110868041/LOC110872682/LOC110877803/LOC110878075/LOC110878880/LOC110868785/LOC110880122/LOC110886069/LOC110904575/LOC110895091/LOC110899159/LOC110904843/LOC110895478/LOC110868546/LOC110897850/LOC110898070/LOC110899355/LOC110899566/LOC110909293/LOC110904210/LOC110865861/LOC110914646/LOC110917508/LOC110916687/LOC110917026/LOC110919628/LOC110904693/LOC110918195/LOC110926413/LOC110895031/LOC110926237/LOC110920891/LOC110925390	50
nucleosome binding	nucleosome binding	13/3254	22/25972	0.590909090909091	4.71637704643236	6.59979568868186	3.02124008694349e-07	8.16813837791508e-06	6.47408590059319e-06	LOC110877930/LOC110930023/LOC110936056/LOC110865072/LOC110927130/LOC110873052/LOC110885399/LOC110890081/LOC110898095/LOC110912157/LOC110915655/LOC110921942/LOC110926415	13
COPI vesicle coat	COPI vesicle coat	14/3254	26/25972	0.538461538461538	4.29776369911588	6.36706176761049	5.03161427091038e-07	1.31342482864799e-05	1.04102364225732e-05	LOC110916486/LOC110935617/LOC110936394/LOC110936393/LOC110868038/LOC110868040/LOC110868041/LOC110880122/LOC110886069/LOC110904575/LOC110899159/LOC110909293/LOC110917508/LOC110916687	14
cytoskeleton organization	cytoskeleton organization	15/3254	30/25972	0.5	3.99078057775046	6.20313901978196	6.91368440514267e-07	1.64858405905991e-05	1.30667164522582e-05	LOC110866906/LOC110939809/LOC110940636/LOC118492252/LOC110884179/LOC110865542/LOC110877481/LOC110885250/LOC110889941/LOC110894531/LOC110865468/LOC110910045/LOC110911688/LOC110918739/LOC110926225	15
core mediator complex	core mediator complex	12/3254	20/25972	0.6	4.78893669330055	6.41527079929678	6.9689154412044e-07	1.64858405905991e-05	1.30667164522582e-05	LOC110872969/LOC110930015/LOC118491435/LOC110941861/LOC110884442/LOC110899205/LOC110899252/LOC110907369/LOC110904598/LOC118487271/LOC110918924/LOC110923453	12
