ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
ABC-type transporter activity	ABC-type transporter activity	85/5251	174/25972	0.488505747126437	2.41620096445778	9.43553392911327	2.51099741383653e-17	2.12293417715271e-15	1.76130249219347e-15	LOC110899387/LOC110899389/LOC110899391/LOC110899390/LOC110941576/LOC110864025/LOC110871436/LOC110880270/LOC110909497/LOC110904179/LOC110917217/LOC110935461/LOC110935627/LOC110935840/LOC110890473/LOC110937000/LOC110936966/LOC110941385/LOC110864936/LOC110937266/LOC118479320/LOC110865962/LOC110868308/LOC110921955/LOC110868685/LOC110869534/LOC110878293/LOC118482086/LOC110880092/LOC110880093/LOC110880086/LOC110880160/LOC110880159/LOC110880158/LOC110880157/LOC110876993/LOC110884252/LOC110884254/LOC110884351/LOC110884350/LOC110884357/LOC110884361/LOC110884383/LOC110885555/LOC110885676/LOC110885681/LOC110885680/LOC110889980/LOC110888048/LOC110890022/LOC110890036/LOC110890479/LOC110890476/LOC118483805/LOC110890466/LOC110890465/LOC110891091/LOC110895112/LOC110895813/LOC110898479/LOC110899238/LOC110899229/LOC110899319/LOC110903963/LOC110907461/LOC110903956/LOC110903957/LOC110907699/LOC110904649/LOC110909968/LOC118487252/LOC110909967/LOC110909966/LOC110911317/LOC110909965/LOC110911781/LOC110911782/LOC110918014/LOC110864657/LOC110864658/LOC110940927/LOC110909969/LOC110922946/LOC110921436/LOC110921786	85
signal transduction	signal transduction	130/5251	327/25972	0.397553516819572	1.96634163756197	8.85244439049128	3.17344382901779e-16	2.45941896748879e-14	2.0404687076053e-14	LOC110941807/LOC110885804/LOC110898616/LOC110928580/LOC110879217/LOC110919690/LOC110923780/LOC110923788/LOC110926039/LOC110927106/LOC110928753/LOC110909112/LOC110929730/LOC110929728/LOC110929734/LOC110930888/LOC110935776/LOC110935775/LOC110935771/LOC110935784/LOC110932935/LOC110883529/LOC110877457/LOC110935785/LOC110886833/LOC110886834/LOC110936178/LOC110941292/LOC110937157/LOC110941279/LOC110942374/LOC110942423/LOC110864887/LOC110865453/LOC110937987/LOC110865924/LOC110864191/LOC110945095/LOC110875213/LOC110877124/LOC110875206/LOC110877132/LOC110877134/LOC110877131/LOC110875232/LOC110875226/LOC110875225/LOC110877148/LOC110875240/LOC110877146/LOC110875244/LOC110877151/LOC110877152/LOC110877161/LOC110874099/LOC110925469/LOC110924474/LOC110875323/LOC110875303/LOC118481657/LOC110877204/LOC110877202/LOC110898036/LOC110874027/LOC110877005/LOC110874115/LOC110874113/LOC110877186/LOC110877185/LOC110875305/LOC110877199/LOC110877200/LOC110877198/LOC110877197/LOC110875287/LOC110875284/LOC110877223/LOC110877227/LOC110877237/LOC110877256/LOC110875343/LOC110875390/LOC110877300/LOC110875386/LOC110875479/LOC110877400/LOC110877402/LOC110877534/LOC110889255/LOC110908791/LOC110883776/LOC110885368/LOC110886097/LOC110886469/LOC110889419/LOC110929881/LOC110890154/LOC110890165/LOC110890253/LOC110890651/LOC110894196/LOC110894801/LOC118484886/LOC110895689/LOC110897459/LOC110898118/LOC110898161/LOC110899980/LOC110899983/LOC110899952/LOC110920901/LOC110909310/LOC110913520/LOC110912915/LOC110917989/LOC110915629/LOC110916917/LOC110910157/LOC110916295/LOC110919970/LOC110907734/LOC110904694/LOC110915086/LOC110919950/LOC110915087/LOC110915177/LOC110919957/LOC110920038/LOC110926457/LOC110924649	130
defense response	defense response	122/5251	301/25972	0.40531561461794	2.00473379220285	8.82618149010361	4.62463593022037e-16	3.30839339623457e-14	2.74482440230893e-14	LOC110870322/LOC110870338/LOC110870331/LOC110870347/LOC110898616/LOC110928580/LOC110923780/LOC110923788/LOC110928428/LOC110928690/LOC110928753/LOC110928854/LOC110929730/LOC110929728/LOC110929734/LOC110935776/LOC110935775/LOC110935771/LOC110935784/LOC110932935/LOC110883529/LOC110877457/LOC110935785/LOC110886833/LOC110886834/LOC110936178/LOC110940789/LOC110941279/LOC110865924/LOC110945051/LOC110864191/LOC110945094/LOC110864217/LOC110891070/LOC110869493/LOC110869496/LOC110870798/LOC110875213/LOC110877132/LOC110877134/LOC110877131/LOC110875232/LOC110875225/LOC110877148/LOC110877147/LOC110875240/LOC110877146/LOC110875237/LOC110875248/LOC110875244/LOC110877151/LOC110877150/LOC110877152/LOC110877161/LOC110874099/LOC110875259/LOC110925486/LOC110924474/LOC110875323/LOC110877208/LOC110875300/LOC110877202/LOC110898036/LOC110877008/LOC110874027/LOC110877005/LOC110875280/LOC110874113/LOC110877186/LOC110877185/LOC110875305/LOC110877199/LOC110877198/LOC110877197/LOC110875289/LOC110875286/LOC110875284/LOC110877191/LOC110877223/LOC110877227/LOC110877237/LOC110875407/LOC110877256/LOC110875390/LOC110877300/LOC110875384/LOC110875463/LOC110874204/LOC110874159/LOC110875468/LOC110931388/LOC110875549/LOC110875479/LOC110877400/LOC110877402/LOC110875482/LOC110877534/LOC110878671/LOC110878669/LOC110878670/LOC110876345/LOC110879500/LOC110893806/LOC110892644/LOC110907982/LOC110904211/LOC110904315/LOC110913520/LOC110912452/LOC110915201/LOC110916917/LOC110910157/LOC110916295/LOC110907734/LOC110904694/LOC110915086/LOC110919951/LOC110915087/LOC110915177/LOC110915459/LOC110920038/LOC110915578	122
serine-type carboxypeptidase activity	serine-type carboxypeptidase activity	46/5251	78/25972	0.58974358974359	2.91693401501057	8.53522321175596	7.1253232250136e-14	4.73325042804475e-12	3.92696385258269e-12	LOC110866140/LOC110865991/LOC110865984/LOC110890881/LOC110927019/LOC110935618/LOC110929381/LOC110929380/LOC110929382/LOC110929386/LOC110931815/LOC110927856/LOC110929387/LOC110931821/LOC110940598/LOC110940596/LOC110886317/LOC110942217/LOC110939797/LOC110879148/LOC110865743/LOC110871389/LOC110879461/LOC110881918/LOC110884821/LOC110882477/LOC110885761/LOC110893960/LOC110893961/LOC110894996/LOC110898270/LOC110898597/LOC110899599/LOC110900065/LOC118486479/LOC110916479/LOC110904198/LOC110904275/LOC110904684/LOC110911443/LOC110911418/LOC110912893/LOC110912895/LOC110912894/LOC110912801/LOC110917087	46
methylation	methylation	51/5251	93/25972	0.548387096774194	2.71238043752035	8.32775570470825	1.74873913122009e-13	1.08421826135646e-11	8.9952686539251e-12	LOC110923123/LOC110899290/LOC110926259/LOC110926270/LOC110928540/LOC110890009/LOC110941120/LOC110939393/LOC110872346/LOC110872347/LOC110878856/LOC110878855/LOC110878878/LOC110878877/LOC110878876/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110889462/LOC110889463/LOC110890669/LOC110873171/LOC110926806/LOC110911355/LOC110911354/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	51
aromatic compound biosynthetic process	aromatic compound biosynthetic process	32/5251	47/25972	0.680851063829787	3.36756119401775	8.17806860157222	1.64099857948442e-12	9.53830424325317e-11	7.91349972869787e-11	LOC110928540/LOC110941120/LOC110939393/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	32
DNA replication	DNA replication	52/5251	103/25972	0.504854368932039	2.4970629727486	7.66352980530372	7.30895960599855e-12	3.99843084328156e-10	3.31731727009098e-10	LOC110939166/LOC110926756/LOC110898621/LOC110889087/LOC110897540/LOC110931565/LOC110928238/LOC110934689/LOC110938089/LOC110883630/LOC118492076/LOC110943171/LOC110940744/LOC110942888/LOC110940900/LOC110944812/LOC110865565/LOC110870170/LOC110870242/LOC110873364/LOC110870399/LOC110875450/LOC110876583/LOC110892410/LOC110927278/LOC110882275/LOC110926964/LOC110888945/LOC110888846/LOC110892406/LOC110892527/LOC110893053/LOC110908176/LOC110909875/LOC110900954/LOC110901429/LOC110899120/LOC110908637/LOC110907220/LOC110907329/LOC110907590/LOC110904743/LOC110909970/LOC110914842/LOC110942779/LOC110919932/LOC110918196/LOC110924201/LOC110924815/LOC110920832/LOC110925248/LOC110922234	52
protein serine/threonine kinase activity	protein serine/threonine kinase activity	147/5251	432/25972	0.340277777777778	1.68304978945809	7.20682171819375	9.8760095161595e-12	5.10260491668241e-10	4.23340057037714e-10	LOC110867987/LOC110867991/LOC110885804/LOC110930674/LOC110876521/LOC110876515/LOC110876504/LOC110879217/LOC110882950/LOC110928518/LOC110932567/LOC110930741/LOC110930888/LOC110936137/LOC110936185/LOC110936449/LOC110936453/LOC110937157/LOC110940468/LOC110940556/LOC110941462/LOC110944057/LOC110942144/LOC110872341/LOC110944500/LOC110865680/LOC110867887/LOC110895556/LOC110895555/LOC110922929/LOC110868661/LOC110927133/LOC110869055/LOC110869070/LOC110872101/LOC110872472/LOC110869793/LOC110869792/LOC110872489/LOC110872488/LOC110872486/LOC110872483/LOC110872484/LOC110944046/LOC110872478/LOC110872476/LOC110872477/LOC110872475/LOC110872525/LOC110872526/LOC110873575/LOC110875316/LOC110877225/LOC110877241/LOC110877242/LOC110877246/LOC110877247/LOC118481981/LOC110877291/LOC110877292/LOC110877290/LOC118482010/LOC110865993/LOC110875884/LOC110875682/LOC110876679/LOC110879406/LOC110879407/LOC110883801/LOC110884082/LOC110884288/LOC110885584/LOC110881622/LOC110885012/LOC110885370/LOC110886469/LOC110889908/LOC110887960/LOC110887962/LOC110889911/LOC110889909/LOC110889910/LOC110890004/LOC110888001/LOC110888003/LOC110889945/LOC110889944/LOC110889938/LOC110889939/LOC110889936/LOC110889935/LOC110887988/LOC110889931/LOC110920837/LOC110890029/LOC110888078/LOC110916902/LOC110888082/LOC110888083/LOC110890253/LOC110890651/LOC110890788/LOC110888695/LOC110888698/LOC110893860/LOC110894196/LOC110894640/LOC110894657/LOC110894899/LOC110894900/LOC110894902/LOC110894905/LOC110894993/LOC110892910/LOC110892908/LOC110886482/LOC110897368/LOC110900405/LOC110897734/LOC110898161/LOC110901384/LOC110903223/LOC110899792/LOC110899980/LOC110899983/LOC110899952/LOC110912331/LOC110908601/LOC118486512/LOC110908917/LOC110908919/LOC110903782/LOC110903832/LOC110903830/LOC110895392/LOC110904183/LOC110907717/LOC110907718/LOC110910640/LOC110911253/LOC118487489/LOC110909867/LOC110913921/LOC110917989/LOC110915714/LOC110926512/LOC110889899	147
cellular response to unfolded protein	cellular response to unfolded protein	35/5251	60/25972	0.583333333333333	2.88522821049959	7.35951301210303	1.04721626896743e-10	5.12584805336689e-09	4.25268434987881e-09	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110925060	35
extracellular space	extracellular space	39/5251	72/25972	0.541666666666667	2.67914048117819	7.18229746226522	1.97350821969752e-10	9.17681322159348e-09	7.61358697388571e-09	LOC110911862/LOC110911871/LOC110905361/LOC110905381/LOC110895493/LOC110894594/LOC110928759/LOC110935019/LOC110935020/LOC110935189/LOC110935188/LOC110938200/LOC110943539/LOC110943535/LOC110943533/LOC118492249/LOC118492250/LOC118492251/LOC110943413/LOC110939222/LOC110939223/LOC110939224/LOC110903343/LOC110901891/LOC110903342/LOC110903340/LOC110899629/LOC110941314/LOC110889687/LOC110943415/LOC110879387/LOC110873074/LOC110893960/LOC110893961/LOC110912358/LOC118485570/LOC110916173/LOC110915800/LOC110876098	39
heat shock protein binding	heat shock protein binding	36/5251	68/25972	0.529411764705882	2.61852644314248	6.72745543852458	2.24753094995937e-09	9.95335134982006e-08	8.25784554546474e-08	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110926129/LOC110925060	36
alcohol dehydrogenase activity, zinc-dependent	alcohol dehydrogenase activity, zinc-dependent	20/5251	27/25972	0.740740740740741	3.66378185460265	6.97129868861254	2.53361870066966e-09	1.02446321374904e-07	8.49950804389409e-08	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110890775/LOC110936487/LOC110942211/LOC110942209/LOC110942210/LOC110942215/LOC110942212/LOC110942213/LOC110942216/LOC110942214/LOC110864986/LOC110873019/LOC110912009/LOC110874237/LOC110944349/LOC110887872	20
S-(hydroxymethyl)glutathione dehydrogenase activity	S-(hydroxymethyl)glutathione dehydrogenase activity	20/5251	27/25972	0.740740740740741	3.66378185460265	6.97129868861254	2.53361870066966e-09	1.02446321374904e-07	8.49950804389409e-08	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110890775/LOC110936487/LOC110942211/LOC110942209/LOC110942210/LOC110942215/LOC110942212/LOC110942213/LOC110942216/LOC110942214/LOC110864986/LOC110873019/LOC110912009/LOC110874237/LOC110944349/LOC110887872	20
formaldehyde catabolic process	formaldehyde catabolic process	20/5251	28/25972	0.714285714285714	3.53293250265256	6.75062766146318	7.1717701633826e-09	2.77906093831076e-07	2.30566119726292e-07	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110890775/LOC110936487/LOC110942211/LOC110942209/LOC110942210/LOC110942215/LOC110942212/LOC110942213/LOC110942216/LOC110942214/LOC110864986/LOC110873019/LOC110912009/LOC110874237/LOC110944349/LOC110887872	20
misfolded protein binding	misfolded protein binding	36/5251	72/25972	0.5	2.47305275185679	6.30078493135982	1.65304456460863e-08	6.14932578034412e-07	5.10181754045528e-07	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110922289/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110925060	36
positive regulation of telomerase activity	positive regulation of telomerase activity	11/5251	11/25972	1	4.94610550371358	6.5896798619363	2.28807764990824e-08	7.88115634968394e-07	6.53863905412375e-07	LOC110889143/LOC110887526/LOC110889037/LOC110889145/LOC110891596/LOC110887528/LOC118483781/LOC110887530/LOC110891597/LOC110891598/LOC110940247	11
preribosome binding	preribosome binding	11/5251	11/25972	1	4.94610550371358	6.5896798619363	2.28807764990824e-08	7.88115634968394e-07	6.53863905412375e-07	LOC110889143/LOC110887526/LOC110889037/LOC110889145/LOC110891596/LOC110887528/LOC118483781/LOC110887530/LOC110891597/LOC110891598/LOC110940247	11
protein refolding	protein refolding	41/5251	90/25972	0.455555555555556	2.25322584058063	5.99531034783227	5.18203590931849e-08	1.72117621273793e-06	1.42798207576333e-06	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110925740/LOC110925820/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110894500/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110904555/LOC110942295/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110926129/LOC110925060	41
aldo-keto reductase (NADP) activity	aldo-keto reductase (NADP) activity	25/5251	44/25972	0.568181818181818	2.81028721801908	6.04991543408562	1.0059744959782e-07	3.2260561422749e-06	2.67651290581495e-06	LOC110927251/LOC118488402/LOC110943702/LOC110865252/LOC118479773/LOC110865251/LOC110865248/LOC110865249/LOC110865247/LOC110865246/LOC110890611/LOC110890612/LOC110890613/LOC118480590/LOC110908642/LOC110908643/LOC110906922/LOC110908640/LOC110908638/LOC110908549/LOC110908550/LOC110908551/LOC110908668/LOC110908673/LOC118488128	25
cellular response to nitrate	cellular response to nitrate	10/5251	10/25972	1	4.94610550371358	6.28289221826668	1.13343010774504e-07	3.40029032323513e-06	2.82106712725677e-06	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
solute:potassium antiporter activity	solute:potassium antiporter activity	10/5251	10/25972	1	4.94610550371358	6.28289221826668	1.13343010774504e-07	3.40029032323513e-06	2.82106712725677e-06	LOC110878607/LOC110878604/LOC110878603/LOC110906697/LOC110898810/LOC110937109/LOC110937110/LOC110937115/LOC110937116/LOC110912259	10
S-adenosylmethionine-dependent methyltransferase activity	S-adenosylmethionine-dependent methyltransferase activity	53/5251	135/25972	0.392592592592593	1.9418043829394	5.52289184827179	2.84611656799873e-07	8.27152627574631e-06	6.86251133007589e-06	LOC110923123/LOC110899290/LOC110926259/LOC110926270/LOC110928540/LOC110890009/LOC110937936/LOC110941120/LOC110939393/LOC110872346/LOC110872347/LOC110878856/LOC110878855/LOC110878878/LOC110878877/LOC110878876/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110889462/LOC110889463/LOC110912342/LOC110890669/LOC110873171/LOC110926806/LOC110911355/LOC110911354/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	53
ATP-dependent protein folding chaperone	ATP-dependent protein folding chaperone	49/5251	122/25972	0.401639344262295	1.98655057116365	5.49830698346936	3.51432481902321e-07	9.90400630815632e-06	8.21690619567469e-06	LOC110864550/LOC110876959/LOC110864547/LOC110866733/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110887030/LOC110936043/LOC110878084/LOC110876040/LOC110933216/LOC110939638/LOC110867123/LOC110918907/LOC110872944/LOC110877820/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110894500/LOC110894690/LOC110895197/LOC110896003/LOC110897322/LOC110897380/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110920205/LOC110914993/LOC110926376/LOC110925060	49
O-methyltransferase activity	O-methyltransferase activity	34/5251	75/25972	0.453333333333333	2.24223449501682	5.42337304153915	8.02425635739614e-07	2.19487012128777e-05	1.8209844922512e-05	LOC110928540/LOC110933906/LOC110937278/LOC110941120/LOC110939393/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	34
terpene synthase activity	terpene synthase activity	33/5251	72/25972	0.458333333333333	2.26696502253539	5.41927240045443	8.52339904258973e-07	2.26478888845956e-05	1.87899293179497e-05	LOC110918691/LOC110914415/LOC110936945/LOC110924412/LOC110928585/LOC110929184/LOC110929414/LOC110929415/LOC110940058/LOC110868393/LOC110940690/LOC110917685/LOC110929769/LOC110879759/LOC110884117/LOC110893972/LOC110898271/LOC110898267/LOC110898279/LOC110898278/LOC110901109/LOC110908492/LOC110877556/LOC110910286/LOC110912252/LOC110912253/LOC110912423/LOC110918013/LOC110918028/LOC110920074/LOC110917813/LOC110922746/LOC110921961	33
proteolysis	proteolysis	117/5251	383/25972	0.305483028720627	1.51095128964618	5.07121728907576	9.29876966647483e-07	2.40218216383933e-05	1.99298191974446e-05	LOC110874997/LOC110875114/LOC110875360/LOC110866140/LOC110865991/LOC110865984/LOC110927509/LOC110926717/LOC110890881/LOC110904426/LOC110927019/LOC110935618/LOC110931900/LOC110931899/LOC110931897/LOC110931975/LOC110929455/LOC110929381/LOC110929380/LOC110929382/LOC110929386/LOC110931815/LOC110927856/LOC110929387/LOC110931821/LOC110922836/LOC118491469/LOC110936187/LOC110936189/LOC110936242/LOC110936250/LOC110936954/LOC110938157/LOC110940598/LOC110940596/LOC110886317/LOC110942217/LOC110939797/LOC110879148/LOC110865743/LOC110934485/LOC110945105/LOC110867574/LOC110867937/LOC110894579/LOC110908832/LOC110868741/LOC110871609/LOC110870827/LOC110872391/LOC110872394/LOC110873199/LOC110871389/LOC110909050/LOC110877126/LOC110878525/LOC110879008/LOC110895195/LOC110916102/LOC110879214/LOC110879461/LOC110881918/LOC110880131/LOC110884821/LOC110882477/LOC110885761/LOC110886027/LOC110886593/LOC110886856/LOC110889222/LOC110888091/LOC110890111/LOC110867467/LOC110893953/LOC110893960/LOC110893961/LOC110878845/LOC110894071/LOC110894996/LOC110895500/LOC110896101/LOC110898270/LOC110898597/LOC110899599/LOC110903410/LOC110903411/LOC110900065/LOC110903518/LOC110900148/LOC110900147/LOC110902229/LOC110900131/LOC110908133/LOC118486479/LOC110916479/LOC110903997/LOC110903853/LOC110904202/LOC110904198/LOC110904275/LOC110904684/LOC110913327/LOC110911115/LOC110911443/LOC110911418/LOC110912893/LOC110912895/LOC110912894/LOC110912801/LOC110915583/LOC110903671/LOC110915507/LOC110917750/LOC110930673/LOC110917087/LOC110924981/LOC110924656	117
microfilament motor activity	microfilament motor activity	16/5251	24/25972	0.666666666666667	3.29740366914239	5.66827583921754	1.05047599478365e-06	2.57090177670735e-05	2.13296095339727e-05	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
vesicle transport along actin filament	vesicle transport along actin filament	16/5251	24/25972	0.666666666666667	3.29740366914239	5.66827583921754	1.05047599478365e-06	2.57090177670735e-05	2.13296095339727e-05	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
serine-type endopeptidase inhibitor activity	serine-type endopeptidase inhibitor activity	21/5251	37/25972	0.567567567567568	2.80724906967527	5.53778047353086	1.09141470621205e-06	2.60260429942873e-05	2.15926310297822e-05	LOC110884568/LOC110905361/LOC110905381/LOC110895493/LOC110894594/LOC110943539/LOC110943535/LOC110943533/LOC118492249/LOC118492250/LOC118492251/LOC110943413/LOC110939222/LOC110939223/LOC110939224/LOC110903343/LOC110901891/LOC110903342/LOC110903340/LOC110899629/LOC110943415	21
carbohydrate binding	carbohydrate binding	56/5251	156/25972	0.358974358974359	1.77552505261513	4.89072951712985	3.80822981212473e-06	8.85413431319e-05	7.3458748744406e-05	LOC110919237/LOC110921587/LOC110927059/LOC110931443/LOC110929259/LOC110929262/LOC110929263/LOC110929265/LOC110927800/LOC110929247/LOC118479383/LOC110929632/LOC110932033/LOC110929363/LOC110929366/LOC110929367/LOC110929368/LOC118490468/LOC110889889/LOC110887946/LOC110943548/LOC110930003/LOC110930247/LOC110935656/LOC110867978/LOC110871855/LOC110872079/LOC110932471/LOC118481729/LOC118482001/LOC110878002/LOC110878003/LOC110878463/LOC110876375/LOC110878710/LOC110878866/LOC110879976/LOC110880215/LOC110886521/LOC110888350/LOC110897348/LOC110897349/LOC110898581/LOC110899364/LOC110899363/LOC118485370/LOC110899497/LOC110909009/LOC110903828/LOC110907402/LOC110903774/LOC118487434/LOC110918649/LOC110915427/LOC110926547/LOC110921558	56
secondary metabolic process	secondary metabolic process	18/5251	31/25972	0.580645161290323	2.87193222796272	5.24973765930766	4.13212208760438e-06	9.37286229627336e-05	7.7762400262234e-05	LOC110865991/LOC110865984/LOC110890881/LOC110935618/LOC110886317/LOC110879148/LOC110865743/LOC110898270/LOC110899599/LOC110900065/LOC118486479/LOC110916479/LOC110911443/LOC110911418/LOC110912893/LOC110912895/LOC110912894/LOC110912801	18
proton export across plasma membrane	proton export across plasma membrane	10/5251	12/25972	0.833333333333333	4.12175458642798	5.44498925800209	4.98895114684451e-06	0.000105613738670357	8.76229433450722e-05	LOC110911454/LOC110935782/LOC110940643/LOC110865545/LOC110873767/LOC110886647/LOC110894008/LOC110900105/LOC110916551/LOC110920820	10
regulation of stomatal closure	regulation of stomatal closure	10/5251	12/25972	0.833333333333333	4.12175458642798	5.44498925800209	4.98895114684451e-06	0.000105613738670357	8.76229433450722e-05	LOC110878607/LOC110878604/LOC110878603/LOC110906697/LOC110898810/LOC110937109/LOC110937110/LOC110937115/LOC110937116/LOC110912259	10
myosin complex	myosin complex	16/5251	26/25972	0.615384615384615	3.04375723305451	5.24856722374483	4.99677903386633e-06	0.000105613738670357	8.76229433450722e-05	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
beta-galactosidase activity	beta-galactosidase activity	18/5251	32/25972	0.5625	2.78218434583889	5.0781160062344	7.65745314072095e-06	0.0001582540315749	0.000131296214085344	LOC110871782/LOC110919237/LOC110927059/LOC110929547/LOC110938203/LOC110872634/LOC110878866/LOC110880215/LOC110886521/LOC110886961/LOC110888350/LOC110893742/LOC110895290/LOC110898581/LOC110909009/LOC110913105/LOC110921558/LOC110922634	18
vacuole	vacuole	39/5251	101/25972	0.386138613861386	1.90988232321613	4.61210617542599	1.58875059204978e-05	0.000321203924044846	0.000266488371618418	LOC110871782/LOC110866140/LOC110919237/LOC110927059/LOC110929547/LOC110929381/LOC110929380/LOC110929382/LOC110929386/LOC110931815/LOC110927856/LOC110929387/LOC110931821/LOC110938203/LOC110940598/LOC110940596/LOC110939797/LOC110872634/LOC110877803/LOC110878866/LOC110879461/LOC110880215/LOC110882477/LOC110885761/LOC110886521/LOC110886961/LOC110888350/LOC110893742/LOC110894996/LOC110895290/LOC110895478/LOC110898581/LOC110909009/LOC110904275/LOC110904684/LOC110913105/LOC110917087/LOC110921558/LOC110922634	39
deNEDDylase activity	deNEDDylase activity	10/5251	13/25972	0.769230769230769	3.80469654131814	5.09182613402864	1.76661244367843e-05	0.00034956373885552	0.000290017227596034	LOC110911682/LOC110936250/LOC110873199/LOC110909050/LOC110879008/LOC110916102/LOC110880131/LOC110890111/LOC110878845/LOC110911115	10
