ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
plant-type vacuole	plant-type vacuole	20/2955	39/25972	0.512820512820513	4.50726712655647	7.85368517422779	9.92002692670065e-10	6.15171629598334e-08	5.16919585617286e-08	LOC110899387/LOC110899389/LOC110899391/LOC110899390/LOC110928973/LOC110929775/LOC110929737/LOC110929738/LOC110865559/LOC110945075/LOC110877917/LOC110884252/LOC110884254/LOC110885292/LOC118483992/LOC110903104/LOC110899238/LOC110899229/LOC110899319/LOC110916532	20
recognition of pollen	recognition of pollen	46/2955	158/25972	0.291139240506329	2.55887253957035	7.0422301976164	1.06369734224496e-09	6.15171629598334e-08	5.16919585617286e-08	LOC110944227/LOC110940556/LOC110872472/LOC110869792/LOC110872489/LOC110872488/LOC110872486/LOC110869789/LOC110872483/LOC110872484/LOC110872896/LOC110872898/LOC118481126/LOC118480965/LOC110884735/LOC110884733/LOC110884738/LOC110887960/LOC110887962/LOC110889911/LOC110889909/LOC110889910/LOC110890004/LOC110888001/LOC110888003/LOC110889945/LOC110889944/LOC118483916/LOC110889938/LOC110889939/LOC110889936/LOC110889935/LOC110887988/LOC110889931/LOC110920837/LOC110890029/LOC110888078/LOC110916902/LOC110888083/LOC110892910/LOC110886482/LOC110892904/LOC110897370/LOC110900405/LOC110910640/LOC110889899	46
mRNA processing	mRNA processing	22/2955	49/25972	0.448979591836735	3.94615836182189	7.3962267532467	3.64458509542131e-09	1.94564773555568e-07	1.63489890110397e-07	LOC118479377/LOC110928241/LOC110932454/LOC110942932/LOC110940129/LOC110941943/LOC110878912/LOC110910660/LOC110870695/LOC110886680/LOC110886663/LOC110890399/LOC110893921/LOC110904578/LOC110895306/LOC110897981/LOC110911884/LOC110911885/LOC110912189/LOC110885270/LOC118488037/LOC110915551	22
cysteine-type deubiquitinase activity	cysteine-type deubiquitinase activity	28/2955	78/25972	0.358974358974359	3.15508698858953	6.82985139330768	1.29076247906273e-08	6.39849400335382e-07	5.37655949925378e-07	LOC110921197/LOC110930018/LOC110930142/LOC110928241/LOC110932454/LOC110936796/LOC110939589/LOC110940942/LOC110941734/LOC110864484/LOC110921118/LOC110868259/LOC110868485/LOC110873440/LOC110873860/LOC110911903/LOC110878008/LOC110889151/LOC110889760/LOC110891094/LOC110869104/LOC110899783/LOC110904338/LOC110904647/LOC110893946/LOC110912653/LOC118488037/LOC110922301	28
protein refolding	protein refolding	30/2955	90/25972	0.333333333333333	2.9297236322617	6.57076860764166	2.83539407556228e-08	1.31184232562681e-06	1.10232162656948e-06	LOC110864550/LOC110876959/LOC110920375/LOC110884052/LOC110929117/LOC110929947/LOC110935518/LOC110932994/LOC110936043/LOC110939857/LOC110940013/LOC110864827/LOC110867123/LOC110925740/LOC110925820/LOC110872944/LOC110884530/LOC110884424/LOC110886809/LOC110895197/LOC110899791/LOC110872871/LOC110904555/LOC110942295/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926129	30
vacuolar membrane	vacuolar membrane	27/2955	80/25972	0.3375	2.96634517766498	6.31132684568353	1.03018510764422e-07	4.46842790440679e-06	3.75475361601906e-06	LOC110899387/LOC110899389/LOC110899391/LOC110899390/LOC110869721/LOC110933486/LOC110928973/LOC110929775/LOC110929737/LOC110929738/LOC110865559/LOC110945075/LOC110877917/LOC110884252/LOC110884254/LOC110881076/LOC110885292/LOC110889223/LOC118483992/LOC110890369/LOC110930311/LOC110903104/LOC110899238/LOC110899229/LOC110899319/LOC110903996/LOC110916532	27
helicase activity	helicase activity	14/2955	26/25972	0.538461538461538	4.73263048288429	6.82283997665495	1.50318968889827e-07	6.13655084761998e-06	5.15645255510612e-06	LOC110894271/LOC110919087/LOC110936921/LOC110942309/LOC110867505/LOC110880324/LOC110872167/LOC110909225/LOC110907271/LOC110907270/LOC110909224/LOC110909223/LOC110909222/LOC110905074	14
heat shock protein binding	heat shock protein binding	24/2955	68/25972	0.352941176470588	3.10206031651239	6.21891948357111	2.00570590918789e-07	7.73311056097998e-06	6.49801797479585e-06	LOC110864550/LOC110876959/LOC110920375/LOC110884052/LOC110929117/LOC110929947/LOC110932994/LOC110936043/LOC110939857/LOC110940013/LOC110864827/LOC110867123/LOC110872944/LOC110884530/LOC110884424/LOC110886809/LOC110895197/LOC110899791/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926129	24
protein deubiquitination	protein deubiquitination	30/2955	98/25972	0.306122448979592	2.69056251942401	6.00774107650269	2.41421327350282e-07	8.81823164111031e-06	7.40982910537709e-06	LOC110921197/LOC110930018/LOC110930142/LOC110928241/LOC110932454/LOC110936796/LOC110939589/LOC110940942/LOC110941734/LOC110864484/LOC110921118/LOC110868259/LOC110868485/LOC110873440/LOC110873860/LOC110911903/LOC110878008/LOC110889151/LOC110889760/LOC110891094/LOC110894676/LOC110869104/LOC110908113/LOC110904338/LOC110904647/LOC110893946/LOC110912653/LOC110917651/LOC118488037/LOC110922301	30
cellular response to unfolded protein	cellular response to unfolded protein	22/2955	60/25972	0.366666666666667	3.22269599548787	6.17595246429556	2.97775855628065e-07	1.03328221902939e-05	8.68251705357622e-06	LOC110864550/LOC110876959/LOC110920375/LOC110884052/LOC110929117/LOC110929947/LOC110932994/LOC110936043/LOC110939857/LOC110940013/LOC110867123/LOC110872944/LOC110884530/LOC110884424/LOC110886809/LOC110895197/LOC110899791/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194	22
positive regulation of proteasomal ubiquitin-dependent protein catabolic process	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	19/2955	48/25972	0.395833333333333	3.47904681331077	6.15960779702652	4.77839900701151e-07	1.57914710041238e-05	1.32693385959117e-05	LOC110918003/LOC110911102/LOC110911083/LOC110886277/LOC110898949/LOC110898948/LOC110898946/LOC110941141/LOC118483806/LOC110926657/LOC110884162/LOC110886869/LOC110942133/LOC110898447/LOC110898448/LOC110901181/LOC110898456/LOC110908264/LOC110917800	19
exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	11/2955	18/25972	0.611111111111111	5.37115999247979	6.64705886826603	6.01617691383109e-07	1.73967782424949e-05	1.46182544309755e-05	LOC110915756/LOC110938105/LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110910279/LOC110921295	11
nuclear polyadenylation-dependent rRNA catabolic process	nuclear polyadenylation-dependent rRNA catabolic process	11/2955	18/25972	0.611111111111111	5.37115999247979	6.64705886826603	6.01617691383109e-07	1.73967782424949e-05	1.46182544309755e-05	LOC110915756/LOC110938105/LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110910279/LOC110921295	11
nuclear polyadenylation-dependent tRNA catabolic process	nuclear polyadenylation-dependent tRNA catabolic process	11/2955	18/25972	0.611111111111111	5.37115999247979	6.64705886826603	6.01617691383109e-07	1.73967782424949e-05	1.46182544309755e-05	LOC110915756/LOC110938105/LOC110865839/LOC110914632/LOC110868501/LOC118482256/LOC118481850/LOC110898428/LOC110904377/LOC110910279/LOC110921295	11
misfolded protein binding	misfolded protein binding	24/2955	72/25972	0.333333333333333	2.9297236322617	5.87503152696883	6.73071573841409e-07	1.86844668898375e-05	1.57002800803428e-05	LOC110864550/LOC110876959/LOC110920375/LOC110884227/LOC110884052/LOC110929117/LOC110929947/LOC110932994/LOC110936043/LOC110939857/LOC110940013/LOC110867123/LOC110872944/LOC110884530/LOC110884424/LOC110886809/LOC110891521/LOC110895197/LOC110899791/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194	24
peptidyl-serine phosphorylation	peptidyl-serine phosphorylation	32/2955	121/25972	0.264462809917355	2.32440883220763	5.23208510385676	3.534397834379e-06	9.43412345022703e-05	7.92735384714967e-05	LOC110927704/LOC110928593/LOC110929059/LOC110930824/LOC110930886/LOC110937915/LOC110938065/LOC110939632/LOC110940671/LOC110865386/LOC110865466/LOC110865594/LOC110865963/LOC110868469/LOC110872972/LOC110873588/LOC110873670/LOC110877153/LOC110885027/LOC110885098/LOC110890888/LOC110898161/LOC110899783/LOC110899969/LOC110909911/LOC110910790/LOC110917989/LOC110916330/LOC110920829/LOC110915714/LOC110918063/LOC110916328	32
