ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
cellulose biosynthetic process	cellulose biosynthetic process	12/710	50/25972	0.24	8.7792676056338	9.23058244213842	7.44643494852905e-09	2.36932021089561e-07	1.67455714153524e-07	LOC110937503/LOC110938148/LOC110938151/LOC110938153/LOC110938152/LOC110938154/LOC110942291/LOC110877829/LOC110893330/LOC110910338/LOC110915073/LOC110918766	12
ribosome biogenesis	ribosome biogenesis	10/710	52/25972	0.192307692307692	7.03466955579632	7.30259663089017	1.22718394877046e-06	3.57928651724718e-05	2.52972129790402e-05	LOC110889143/LOC110887526/LOC110889037/LOC110889145/LOC110891596/LOC110887528/LOC110887530/LOC110891597/LOC110891598/LOC110940247	10
transmembrane receptor protein tyrosine kinase activity	transmembrane receptor protein tyrosine kinase activity	25/710	315/25972	0.0793650793650794	2.90319695953499	5.69738699743915	2.22374421991343e-06	5.96242876168091e-05	4.21404739547372e-05	LOC110929842/LOC110929843/LOC110929912/LOC110929911/LOC110877635/LOC110923596/LOC110926255/LOC110923353/LOC110922308/LOC110886847/LOC110891369/LOC110899275/LOC110899329/LOC110899333/LOC110899321/LOC110901706/LOC118485859/LOC110899345/LOC110899344/LOC110898703/LOC110899486/LOC110940205/LOC110912357/LOC110908861/LOC110890537	25
trans-Golgi network	trans-Golgi network	16/710	145/25972	0.110344827586207	4.03644487615347	6.14684222919364	2.41302238227298e-06	5.96242876168091e-05	4.21404739547372e-05	LOC110937503/LOC110937723/LOC110938148/LOC110938151/LOC110938153/LOC110938152/LOC110938154/LOC110942291/LOC110877829/LOC110893330/LOC110900272/LOC110910338/LOC110915073/LOC110918766/LOC110904514/LOC110915232	16
endoplasmic reticulum exit site	endoplasmic reticulum exit site	7/710	24/25972	0.291666666666667	10.6692488262911	7.94485650602165	2.55532661214896e-06	5.96242876168091e-05	4.21404739547372e-05	LOC110872130/LOC110873142/LOC110899660/LOC110915366/LOC110915825/LOC110918195/LOC118489217	7
endocytosis	endocytosis	9/710	48/25972	0.1875	6.85880281690141	6.81111383982744	5.23604153754406e-06	0.000114538408633776	8.09519579817667e-05	LOC110885804/LOC110928593/LOC110930888/LOC110865594/LOC110877153/LOC110890253/LOC110899980/LOC110899983/LOC110899952	9
protein localization to endoplasmic reticulum exit site	protein localization to endoplasmic reticulum exit site	5/710	12/25972	0.416666666666667	15.2417840375587	8.27260560440569	1.01645975025037e-05	0.000209271125051546	0.000147905907931168	LOC110873142/LOC110899660/LOC110915366/LOC110915825/LOC118489217	5
potassium ion transmembrane transporter activity	potassium ion transmembrane transporter activity	6/710	20/25972	0.3	10.9740845070423	7.48070054562714	1.14138361381122e-05	0.000221935702685515	0.000156856812424349	LOC110895867/LOC110908914/LOC110904948/LOC110911181/LOC110911932/LOC110920875	6
plasmodesma	plasmodesma	28/710	416/25972	0.0673076923076923	2.46213434452871	5.03996069071001	1.31346425299597e-05	0.000241953941341363	0.000171005041248783	LOC110929842/LOC110929843/LOC110929912/LOC110929911/LOC110872682/LOC110877635/LOC110878075/LOC110923596/LOC110926255/LOC110923353/LOC110922308/LOC110886847/LOC110891369/LOC110899275/LOC110899329/LOC110899333/LOC110899321/LOC110901706/LOC118485859/LOC110899345/LOC110899344/LOC110898703/LOC110899486/LOC110940205/LOC110912357/LOC110914646/LOC110908861/LOC110890537	28
NLS-bearing protein import into nucleus	NLS-bearing protein import into nucleus	5/710	13/25972	0.384615384615385	14.0693391115926	7.90170785628623	1.61454344384981e-05	0.000282545102673718	0.000199693531213003	LOC110883851/LOC110880170/LOC110891489/LOC110897866/LOC110917254	5
peptidyl-serine phosphorylation	peptidyl-serine phosphorylation	13/710	121/25972	0.107438016528926	3.93011290885811	5.41599197490253	2.79129302595619e-05	0.000465215504326032	0.000328798927869526	LOC110885804/LOC110928593/LOC110930888/LOC110930886/LOC110865594/LOC110872400/LOC110877153/LOC110890253/LOC110894807/LOC110899980/LOC110899983/LOC110899952/LOC110899969	13
auxin efflux transmembrane transporter activity	auxin efflux transmembrane transporter activity	5/710	15/25972	0.333333333333333	12.1934272300469	7.26977728699469	3.59963569453936e-05	0.000572669315040353	0.000404743726419497	LOC110871927/LOC110894494/LOC110889377/LOC110920112/LOC110923165	5
response to hydrogen peroxide	response to hydrogen peroxide	7/710	36/25972	0.194444444444444	7.11283255086072	6.15292889107909	4.63348947708688e-05	0.00067680063104284	0.000478340295624263	LOC110898783/LOC110934318/LOC110872272/LOC110894649/LOC110894758/LOC110894757/LOC110907947	7
vesicle docking	vesicle docking	6/710	25/25972	0.24	8.7792676056338	6.52386228729243	4.64091861286519e-05	0.00067680063104284	0.000478340295624263	LOC110928605/LOC110929494/LOC110877213/LOC110877852/LOC110884977/LOC110886849	6
protein autophosphorylation	protein autophosphorylation	25/710	387/25972	0.0645994832041344	2.36306729264476	4.52918138595554	7.30693303589597e-05	0.00102297062502544	0.000723001795130759	LOC110929842/LOC110929843/LOC110929912/LOC110929911/LOC110877635/LOC110923596/LOC110926255/LOC110923353/LOC110922308/LOC110886847/LOC110891369/LOC110899275/LOC110899329/LOC110899333/LOC110899321/LOC110901706/LOC118485859/LOC110899345/LOC110899344/LOC110898703/LOC110899486/LOC110940205/LOC110912357/LOC110908861/LOC110890537	25
auxin export across the plasma membrane	auxin export across the plasma membrane	5/710	18/25972	0.277777777777778	10.1611893583725	6.51816886434634	9.59357247411394e-05	0.0012436112466444	0.000878943287102057	LOC110871927/LOC110894494/LOC110889377/LOC110920112/LOC110923165	5
auxin polar transport	auxin polar transport	5/710	18/25972	0.277777777777778	10.1611893583725	6.51816886434634	9.59357247411394e-05	0.0012436112466444	0.000878943287102057	LOC110871927/LOC110894494/LOC110889377/LOC110920112/LOC110923165	5
regulation of ARF protein signal transduction	regulation of ARF protein signal transduction	4/710	10/25972	0.4	14.6321126760563	7.22825956171979	0.00010197302045207	0.00127466275565088	0.00090088946639987	LOC110937723/LOC110900272/LOC110904514/LOC110915232	4
mannan synthase activity	mannan synthase activity	7/710	41/25972	0.170731707317073	6.24541394709722	5.63510103949094	0.00011084846630399	0.00133782631746195	0.000945531382266344	LOC110938148/LOC110938151/LOC110938153/LOC110938152/LOC110938154/LOC110915073/LOC110918766	7
ER to Golgi transport vesicle membrane	ER to Golgi transport vesicle membrane	5/710	19/25972	0.263157894736842	9.62638991845812	6.30596777156101	0.000127277564718541	0.00148490492171632	0.00104948167399499	LOC110873142/LOC110899660/LOC110915366/LOC110915825/LOC118489217	5
endomembrane system	endomembrane system	8/710	56/25972	0.142857142857143	5.22575452716298	5.307059275301	0.000133710311716286	0.00150963255163549	0.00106695834476493	LOC110928605/LOC110928864/LOC110929494/LOC110877213/LOC110877852/LOC110879498/LOC110884977/LOC110886849	8
glucokinase activity	glucokinase activity	4/710	11/25972	0.363636363636364	13.3019206145967	6.84145066018466	0.000156776993025088	0.00156776993025088	0.00110804792062844	LOC110932197/LOC110886932/LOC110893760/LOC110904304	4
glucose binding	glucose binding	4/710	11/25972	0.363636363636364	13.3019206145967	6.84145066018466	0.000156776993025088	0.00156776993025088	0.00110804792062844	LOC110932197/LOC110886932/LOC110893760/LOC110904304	4
intracellular glucose homeostasis	intracellular glucose homeostasis	4/710	11/25972	0.363636363636364	13.3019206145967	6.84145066018466	0.000156776993025088	0.00156776993025088	0.00110804792062844	LOC110932197/LOC110886932/LOC110893760/LOC110904304	4
mannokinase activity	mannokinase activity	4/710	11/25972	0.363636363636364	13.3019206145967	6.84145066018466	0.000156776993025088	0.00156776993025088	0.00110804792062844	LOC110932197/LOC110886932/LOC110893760/LOC110904304	4
regulation of mitotic cell cycle	regulation of mitotic cell cycle	4/710	12/25972	0.333333333333333	12.1934272300469	6.50191075721907	0.000230083190786382	0.00223691991042315	0.00158098098932163	LOC110879889/LOC110879888/LOC110879887/LOC110916813	4
SNARE complex	SNARE complex	8/710	61/25972	0.131147540983607	4.79741399214962	4.9779487574577	0.000245911887144207	0.00232619352703979	0.00164407662813339	LOC110868620/LOC110928605/LOC110929494/LOC110877213/LOC110877852/LOC110881076/LOC110884977/LOC110886849	8
autophagy	autophagy	5/710	22/25972	0.227272727272727	8.31370038412292	5.75333244080364	0.000269303519902279	0.00241682646066147	0.00170813298723443	LOC110873142/LOC110899660/LOC110915366/LOC110915825/LOC118489217	5
glucuronosyltransferase activity	glucuronosyltransferase activity	5/710	22/25972	0.227272727272727	8.31370038412292	5.75333244080364	0.000269303519902279	0.00241682646066147	0.00170813298723443	LOC110894477/LOC110870805/LOC110879238/LOC110891038/LOC110920930	5
potassium ion transmembrane transport	potassium ion transmembrane transport	6/710	34/25972	0.176470588235294	6.45534382767192	5.33621093176145	0.000285900285462273	0.00250162749779489	0.00176806755483248	LOC110895867/LOC110908914/LOC110904948/LOC110911181/LOC110911932/LOC110920875	6
double-stranded RNA binding	double-stranded RNA binding	4/710	13/25972	0.307692307692308	11.2554712892741	6.2004465080025	0.000325166638052107	0.00270972198376756	0.0019151418531891	LOC110915697/LOC110872469/LOC110877863/LOC110913042	4
glucose 6-phosphate metabolic process	glucose 6-phosphate metabolic process	4/710	13/25972	0.307692307692308	11.2554712892741	6.2004465080025	0.000325166638052107	0.00270972198376756	0.0019151418531891	LOC110932197/LOC110886932/LOC110893760/LOC110904304	4
protein phosphatase type 2A complex	protein phosphatase type 2A complex	6/710	36/25972	0.166666666666667	6.09671361502347	5.13014485355377	0.000395306071527498	0.00321760755894475	0.00227409857549479	LOC110941036/LOC110868293/LOC110872307/LOC110889185/LOC110869096/LOC110921398	6
flavin adenine dinucleotide binding	flavin adenine dinucleotide binding	11/710	124/25972	0.0887096774193548	3.24502498864153	4.20105332819396	0.000609175410842766	0.00480458624904564	0.00339572261210744	LOC110929308/LOC110929307/LOC110929300/LOC110929299/LOC110916839/LOC110886885/LOC110886886/LOC118490389/LOC110917615/LOC110877524/LOC110877473	11
vesicle fusion	vesicle fusion	6/710	39/25972	0.153846153846154	5.62773564463705	4.8485749218185	0.000617732517734439	0.00480458624904564	0.00339572261210744	LOC110928605/LOC110929494/LOC110877213/LOC110877852/LOC110884977/LOC110886849	6
SNAP receptor activity	SNAP receptor activity	7/710	54/25972	0.12962962962963	4.74188836724048	4.61452081320583	0.000642490689165909	0.00488851611321887	0.003455041463478	LOC110868620/LOC110928605/LOC110929494/LOC110877213/LOC110877852/LOC110884977/LOC110886849	7
intracellular protein transport	intracellular protein transport	14/710	192/25972	0.0729166666666667	2.66731220657277	3.88745820288874	0.000858678936376491	0.00639441761131429	0.00451936282303416	LOC110872130/LOC110928605/LOC110929494/LOC110872682/LOC110877213/LOC110877852/LOC110878075/LOC110881076/LOC110884977/LOC110886849/LOC110914646/LOC110918195/LOC110895031/LOC110925390	14
fructokinase activity	fructokinase activity	4/710	17/25972	0.235294117647059	8.60712510356255	5.25985955023883	0.000992083474727668	0.00723394200322258	0.00511271088949566	LOC110932197/LOC110886932/LOC110893760/LOC110904304	4
preribosome, large subunit precursor	preribosome, large subunit precursor	5/710	29/25972	0.172413793103448	6.3069451189898	4.79372528997	0.00103689375438168	0.00726810363439429	0.00513685520024859	LOC110896055/LOC110915274/LOC110867708/LOC110913168/LOC110921574	5
ABC-type transporter activity	ABC-type transporter activity	13/710	174/25972	0.0747126436781609	2.73300955156225	3.84522897647027	0.00103830051919918	0.00726810363439429	0.00513685520024859	LOC110867956/LOC110868685/LOC110878293/LOC110879212/LOC110880160/LOC110880159/LOC110880158/LOC110880157/LOC110884622/LOC110912307/LOC110864657/LOC110864658/LOC118489742	13
cysteine-type endopeptidase activity	cysteine-type endopeptidase activity	8/710	76/25972	0.105263157894737	3.85055596738325	4.17214765814017	0.00110081241465935	0.00755459500256413	0.00533933782136112	LOC110868259/LOC110868485/LOC110889151/LOC110891094/LOC110904338/LOC110915052/LOC110915498/LOC110919762	8
Golgi organization	Golgi organization	5/710	32/25972	0.15625	5.71566901408451	4.47479313730222	0.0016435282905379	0.0110622096478512	0.00781840381126327	LOC110873142/LOC110899660/LOC110915366/LOC110915825/LOC118489217	5
SNARE binding	SNARE binding	7/710	65/25972	0.107692307692308	3.93941495124594	3.97785235712714	0.00195087739060446	0.0128831525794634	0.00910538603360574	LOC110928605/LOC110929494/LOC110877213/LOC110877852/LOC110884977/LOC110886849/LOC110894429	7
peptidyl-proline hydroxylation to 4-hydroxy-L-proline	peptidyl-proline hydroxylation to 4-hydroxy-L-proline	3/710	10/25972	0.3	10.9740845070423	5.2886352556386	0.00211444930891133	0.0133240251958442	0.00941698021360417	LOC110878510/LOC110909052/LOC110912038	3
procollagen-proline 4-dioxygenase activity	procollagen-proline 4-dioxygenase activity	3/710	10/25972	0.3	10.9740845070423	5.2886352556386	0.00211444930891133	0.0133240251958442	0.00941698021360417	LOC110878510/LOC110909052/LOC110912038	3
protein phosphatase regulator activity	protein phosphatase regulator activity	7/710	66/25972	0.106060606060606	3.87972684592403	3.92701651169291	0.00213184403133507	0.0133240251958442	0.00941698021360417	LOC110941036/LOC110868293/LOC110872307/LOC110889185/LOC110869096/LOC110904403/LOC110921398	7
hydrogen peroxide catabolic process	hydrogen peroxide catabolic process	8/710	85/25972	0.0941176470588235	3.44285004142502	3.78185657091221	0.00226874326146263	0.0139308796756477	0.00984588488354051	LOC110898783/LOC110934318/LOC110886674/LOC110872272/LOC110894649/LOC110894758/LOC110894757/LOC110907947	8
peroxisome	peroxisome	7/710	67/25972	0.104477611940299	3.82182047508934	3.87716807889739	0.00232550544069841	0.0140332224869732	0.00991821739680811	LOC110898783/LOC110934318/LOC110872272/LOC110894649/LOC110894758/LOC110894757/LOC110907947	7
oligopeptide transport	oligopeptide transport	5/710	35/25972	0.142857142857143	5.22575452716298	4.19389991093765	0.0024769232658356	0.01469361259394	0.01038495927692	LOC110922475/LOC110935593/LOC110940084/LOC110880133/LOC110918795	5
proteolysis involved in protein catabolic process	proteolysis involved in protein catabolic process	6/710	51/25972	0.117647058823529	4.30356255178128	3.9589625316374	0.002585911160068	0.0150844817670633	0.0106612126774733	LOC110928569/LOC110940561/LOC110915052/LOC110915498/LOC110919762/LOC110921776	6
chloroplast thylakoid	chloroplast thylakoid	5/710	36/25972	0.138888888888889	5.08059467918623	4.10736081602845	0.00281266797459497	0.0158254245964926	0.0111848865569196	LOC110929918/LOC110867937/LOC110897727/LOC110899180/LOC110912753	5
maturation of LSU-rRNA	maturation of LSU-rRNA	3/710	11/25972	0.272727272727273	9.9764404609475	4.9920558294605	0.00284857642736867	0.0158254245964926	0.0111848865569196	LOC110867708/LOC110913168/LOC110921574	3
nuclear membrane organization	nuclear membrane organization	3/710	11/25972	0.272727272727273	9.9764404609475	4.9920558294605	0.00284857642736867	0.0158254245964926	0.0111848865569196	LOC110872336/LOC110899327/LOC110925818	3
histone deacetylase complex	histone deacetylase complex	5/710	37/25972	0.135135135135135	4.94328130947849	4.02397377083721	0.00318011367131174	0.0173912466399861	0.0122915577756293	LOC110879789/LOC110879252/LOC110897732/LOC110911159/LOC110921400	5
structural molecule activity	structural molecule activity	5/710	40/25972	0.125	4.57253521126761	3.79077626041552	0.00448901964475872	0.0241716442410085	0.0170837184861263	LOC110872130/LOC110872682/LOC110878075/LOC110914646/LOC110918195	5
metalloendopeptidase activity	metalloendopeptidase activity	7/710	79/25972	0.0886075949367089	3.24129078267071	3.34472341227831	0.00585911800419785	0.0310710803252916	0.0219600116584768	LOC110928569/LOC110929918/LOC110940561/LOC110867937/LOC110897727/LOC110899180/LOC110912753	7
late endosome	late endosome	3/710	15/25972	0.2	7.31605633802817	4.10207901171869	0.00724093563449504	0.0378257831652726	0.026734012161922	LOC110928863/LOC110928862/LOC110877566	3
activation of GTPase activity	activation of GTPase activity	3/710	16/25972	0.1875	6.85880281690141	3.92997362161848	0.00873299864267855	0.0430499933089787	0.0304263110604812	LOC110928692/LOC110929082/LOC110877446	3
endosomal transport	endosomal transport	3/710	16/25972	0.1875	6.85880281690141	3.92997362161848	0.00873299864267855	0.0430499933089787	0.0304263110604812	LOC110928863/LOC110928862/LOC110877566	3
maturation of 5.8S rRNA	maturation of 5.8S rRNA	3/710	16/25972	0.1875	6.85880281690141	3.92997362161848	0.00873299864267855	0.0430499933089787	0.0304263110604812	LOC110867708/LOC110913168/LOC110921574	3
nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	3/710	16/25972	0.1875	6.85880281690141	3.92997362161848	0.00873299864267855	0.0430499933089787	0.0304263110604812	LOC110928566/LOC110929046/LOC110877877	3
ATP-dependent peptidase activity	ATP-dependent peptidase activity	5/710	48/25972	0.104166666666667	3.81044600938967	3.26726607958547	0.00977529118663969	0.0470329999801016	0.0332413684069891	LOC110929918/LOC110867937/LOC110897727/LOC110899180/LOC110912753	5
chromatin	chromatin	7/710	87/25972	0.0804597701149425	2.94324105552857	3.04370013885086	0.00980973999584977	0.0470329999801016	0.0332413684069891	LOC110879789/LOC110879252/LOC110880116/LOC110897732/LOC110911159/LOC110918655/LOC110921400	7
L-ascorbic acid binding	L-ascorbic acid binding	3/710	17/25972	0.176470588235294	6.45534382767192	3.7720350252132	0.010391766178668	0.049150245439646	0.0347377674535844	LOC110878510/LOC110909052/LOC110912038	3
