ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
defense response	defense response	defense response	127/5384	401/35298	0.316708229426434	2.07636832880651	9.19651383550266	9.09060086749096e-17	8.1236915024942e-15	6.47215985207012e-15	LOC110870322/LOC110870338/LOC110870331/LOC110870347/LOC110898616/LOC110928580/LOC110923780/LOC110923788/LOC110928428/LOC110928690/LOC110928753/LOC110928854/LOC110929730/LOC110929728/LOC110929734/LOC110935776/LOC110935775/LOC110935771/LOC110935784/LOC110932935/LOC110883529/LOC110877457/LOC110935785/LOC110886833/LOC110886834/LOC110936178/LOC110940789/LOC110941279/LOC110865924/LOC110945051/LOC110864191/LOC110945094/LOC110864217/LOC110891070/LOC110869493/LOC110869496/LOC110870798/LOC110875213/LOC110877132/LOC110877134/LOC110877131/LOC110875232/LOC110875225/LOC110877148/LOC110877147/LOC110875240/LOC110877146/LOC110875237/LOC110875248/LOC110875244/LOC110877151/LOC110877150/LOC110877152/LOC110877161/LOC110874099/LOC110875259/LOC110925486/LOC110924474/LOC110875323/LOC110877208/LOC110875300/LOC110877202/LOC110898036/LOC110877008/LOC110874027/LOC110877005/LOC110875280/LOC110874113/LOC110877186/LOC110877185/LOC110875305/LOC110877199/LOC110877198/LOC110877197/LOC110875289/LOC110875286/LOC110875284/LOC110877191/LOC110877223/LOC110877227/LOC110877237/LOC110875407/LOC110877256/LOC110875390/LOC110877300/LOC110875384/LOC110875463/LOC110874204/LOC110874159/LOC110875468/LOC110931388/LOC110875549/LOC110875479/LOC110877400/LOC110877402/LOC110875482/LOC110877534/LOC110878671/LOC110878669/LOC110878670/LOC110876345/LOC110879500/LOC110918381/LOC110887359/LOC110887358/LOC110887355/LOC110887354/LOC110893806/LOC110892644/LOC110907982/LOC110904211/LOC110904315/LOC110913520/LOC110912452/LOC110915201/LOC110916917/LOC110910157/LOC110916295/LOC110907734/LOC110904694/LOC110915086/LOC110919951/LOC110915087/LOC110915177/LOC110915459/LOC110920038/LOC110915578	127
serine-type carboxypeptidase activity	serine-type carboxypeptidase activity	serine-type carboxypeptidase activity	46/5384	88/35298	0.522727272727273	3.42704815615291	9.67098913570207	6.6281803635613e-16	5.42958441448396e-14	4.32575981621895e-14	LOC110866140/LOC110865991/LOC110865984/LOC110890881/LOC110927019/LOC110935618/LOC110929381/LOC110929380/LOC110929382/LOC110929386/LOC110931815/LOC110927856/LOC110929387/LOC110931821/LOC110940598/LOC110940596/LOC110886317/LOC110942217/LOC110939797/LOC110879148/LOC110865743/LOC110871389/LOC110879461/LOC110881918/LOC110884821/LOC110882477/LOC110885761/LOC110893960/LOC110893961/LOC110894996/LOC110898270/LOC110898597/LOC110899599/LOC110900065/LOC118486479/LOC110916479/LOC110904198/LOC110904275/LOC110904684/LOC110911443/LOC110911418/LOC110912893/LOC110912895/LOC110912894/LOC110912801/LOC110917087	46
aromatic compound biosynthetic process	aromatic compound biosynthetic process	aromatic compound biosynthetic process	32/5384	50/35298	0.64	4.19589895988113	9.59389544277668	7.03294927774862e-15	5.31799164617454e-13	4.23685365396354e-13	LOC110928540/LOC110941120/LOC110939393/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	32
cellular response to unfolded protein	cellular response to unfolded protein	cellular response to unfolded protein	35/5384	70/35298	0.5	3.27804606240713	8.09378578513755	1.01561980248707e-11	7.13110189889136e-10	5.68136190263444e-10	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110925060	35
heat shock protein binding	heat shock protein binding	heat shock protein binding	36/5384	78/35298	0.461538461538462	3.0258886729912	7.59892888564804	9.74213411786348e-11	6.38434522523987e-09	5.08641949732662e-09	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110926129/LOC110925060	36
alcohol dehydrogenase activity, zinc-dependent	alcohol dehydrogenase activity, zinc-dependent	alcohol dehydrogenase activity, zinc-dependent	20/5384	30/35298	0.666666666666667	4.37072808320951	7.8357055748396	2.84269277387037e-10	1.64374529218504e-08	1.30957487539291e-08	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110890775/LOC110936487/LOC110942211/LOC110942209/LOC110942210/LOC110942215/LOC110942212/LOC110942213/LOC110942216/LOC110942214/LOC110864986/LOC110873019/LOC110912009/LOC110874237/LOC110944349/LOC110887872	20
S-(hydroxymethyl)glutathione dehydrogenase activity	S-(hydroxymethyl)glutathione dehydrogenase activity	S-(hydroxymethyl)glutathione dehydrogenase activity	20/5384	30/35298	0.666666666666667	4.37072808320951	7.8357055748396	2.84269277387037e-10	1.64374529218504e-08	1.30957487539291e-08	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110890775/LOC110936487/LOC110942211/LOC110942209/LOC110942210/LOC110942215/LOC110942212/LOC110942213/LOC110942216/LOC110942214/LOC110864986/LOC110873019/LOC110912009/LOC110874237/LOC110944349/LOC110887872	20
S-adenosylmethionine-dependent methyltransferase activity	S-adenosylmethionine-dependent methyltransferase activity	S-adenosylmethionine-dependent methyltransferase activity	53/5384	146/35298	0.363013698630137	2.37995125078874	7.08841818348761	3.33745998163888e-10	1.82262397886168e-08	1.45208785166043e-08	LOC110923123/LOC110899290/LOC110926259/LOC110926270/LOC110928540/LOC110890009/LOC110937936/LOC110941120/LOC110939393/LOC110872346/LOC110872347/LOC110878856/LOC110878855/LOC110878878/LOC110878877/LOC110878876/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110889462/LOC110889463/LOC110912342/LOC110890669/LOC110873171/LOC110926806/LOC110911355/LOC110911354/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	53
aldo-keto reductase (NADP) activity	aldo-keto reductase (NADP) activity	aldo-keto reductase (NADP) activity	25/5384	45/35298	0.555555555555556	3.64227340267459	7.52437008233813	4.96732046887434e-10	2.56993474784394e-08	2.04747170572992e-08	LOC110927251/LOC118488402/LOC110943702/LOC110865252/LOC118479773/LOC110865251/LOC110865248/LOC110865249/LOC110865247/LOC110865246/LOC110890611/LOC110890612/LOC110890613/LOC118480590/LOC110908642/LOC110908643/LOC110906922/LOC110908640/LOC110908638/LOC110908549/LOC110908550/LOC110908551/LOC110908668/LOC110908673/LOC118488128	25
misfolded protein binding	misfolded protein binding	misfolded protein binding	36/5384	82/35298	0.439024390243902	2.87828434747943	7.22407808089807	5.53461153839387e-10	2.72026157112059e-08	2.16723736029739e-08	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110922289/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110925060	36
protein refolding	protein refolding	protein refolding	41/5384	101/35298	0.405940594059406	2.6613839318553	7.093524075573	6.77954443203685e-10	3.06319657947023e-08	2.44045430757172e-08	LOC110864550/LOC110876959/LOC110864547/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110925740/LOC110925820/LOC110872944/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110894500/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110904555/LOC110942295/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110926129/LOC110925060	41
formaldehyde catabolic process	formaldehyde catabolic process	formaldehyde catabolic process	20/5384	31/35298	0.645161290322581	4.22973685471888	7.63216772214163	6.85557728874314e-10	3.06319657947023e-08	2.44045430757172e-08	LOC118479467/LOC110875806/LOC110875800/LOC110878932/LOC110890775/LOC110936487/LOC110942211/LOC110942209/LOC110942210/LOC110942215/LOC110942212/LOC110942213/LOC110942216/LOC110942214/LOC110864986/LOC110873019/LOC110912009/LOC110874237/LOC110944349/LOC110887872	20
ATP-dependent protein folding chaperone	ATP-dependent protein folding chaperone	ATP-dependent protein folding chaperone	49/5384	133/35298	0.368421052631579	2.41540236177368	6.93800492783049	8.5087802110843e-10	3.63657867282429e-08	2.8972688682136e-08	LOC110864550/LOC110876959/LOC110864547/LOC110866733/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110887030/LOC110936043/LOC110878084/LOC110876040/LOC110933216/LOC110939638/LOC110867123/LOC110918907/LOC110872944/LOC110877820/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110894500/LOC110894690/LOC110895197/LOC110896003/LOC110897322/LOC110897380/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110920205/LOC110914993/LOC110926376/LOC110925060	49
positive regulation of telomerase activity	positive regulation of telomerase activity	positive regulation of telomerase activity	11/5384	11/35298	1	6.55609212481426	7.81884475820705	1.03072270598463e-09	4.05280167993157e-08	3.22887449790554e-08	LOC110889143/LOC110887526/LOC110889037/LOC110889145/LOC110891596/LOC110887528/LOC118483781/LOC110887530/LOC110891597/LOC110891598/LOC110940247	11
preribosome binding	preribosome binding	preribosome binding	11/5384	11/35298	1	6.55609212481426	7.81884475820705	1.03072270598463e-09	4.05280167993157e-08	3.22887449790554e-08	LOC110889143/LOC110887526/LOC110889037/LOC110889145/LOC110891596/LOC110887528/LOC118483781/LOC110887530/LOC110891597/LOC110891598/LOC110940247	11
DNA recombination	DNA recombination	DNA recombination	49/5384	136/35298	0.360294117647059	2.36212142732279	6.75200371565305	2.03961628483991e-09	7.5667222883165e-08	6.02842146223427e-08	LOC110939166/LOC110926756/LOC110898621/LOC110889087/LOC110897540/LOC110931565/LOC110928238/LOC110934689/LOC110938089/LOC110883630/LOC118492076/LOC110940744/LOC110942888/LOC110944812/LOC110865565/LOC110870170/LOC110870242/LOC110873364/LOC110870399/LOC110875450/LOC110878972/LOC110876583/LOC110892410/LOC110927278/LOC110882275/LOC110926964/LOC110888945/LOC110888846/LOC110892406/LOC110892527/LOC110893053/LOC110908176/LOC110909875/LOC110900954/LOC110901429/LOC110899120/LOC110908637/LOC110907220/LOC110907329/LOC110907590/LOC110909970/LOC110914842/LOC110942779/LOC110919932/LOC110918196/LOC110924201/LOC110924815/LOC110925248/LOC110922234	49
O-methyltransferase activity	O-methyltransferase activity	O-methyltransferase activity	34/5384	78/35298	0.435897435897436	2.85778374671391	6.96838220401714	2.07834691540738e-09	7.5667222883165e-08	6.02842146223427e-08	LOC110928540/LOC110933906/LOC110937278/LOC110941120/LOC110939393/LOC110883878/LOC110883877/LOC110880491/LOC110883924/LOC110883923/LOC110924160/LOC110880488/LOC110880664/LOC110883913/LOC110883919/LOC110912701/LOC110935947/LOC110935949/LOC110920169/LOC110918576/LOC110918558/LOC110918619/LOC110918613/LOC110918606/LOC110918600/LOC110920185/LOC110920184/LOC110918643/LOC110920883/LOC110925529/LOC110925135/LOC110923517/LOC110923361/LOC110922968	34
solute:potassium antiporter activity	solute:potassium antiporter activity	solute:potassium antiporter activity	10/5384	10/35298	1	6.55609212481426	7.45487033685224	6.76816949177254e-09	2.37611093229015e-07	1.89305191799954e-07	LOC110878607/LOC110878604/LOC110878603/LOC110906697/LOC110898810/LOC110937109/LOC110937110/LOC110937115/LOC110937116/LOC110912259	10
serine-type endopeptidase inhibitor activity	serine-type endopeptidase inhibitor activity	serine-type endopeptidase inhibitor activity	22/5384	40/35298	0.55	3.60585066864785	6.9957593517454	7.04592924852014e-09	2.38832705217079e-07	1.90278452301234e-07	LOC110884568/LOC110905361/LOC110905381/LOC110895493/LOC110894594/LOC110943539/LOC110943535/LOC110943533/LOC118492249/LOC118492250/LOC118492251/LOC110943413/LOC110939222/LOC110939223/LOC110939224/LOC110903343/LOC110901891/LOC110903342/LOC110903340/LOC110899629/LOC110943415/LOC110903490	22
terpene synthase activity	terpene synthase activity	terpene synthase activity	33/5384	79/35298	0.417721518987342	2.73862076099836	6.56317636983628	1.30465604418594e-08	4.27492297144927e-07	3.4058389364012e-07	LOC110918691/LOC110914415/LOC110936945/LOC110924412/LOC110928585/LOC110929184/LOC110929414/LOC110929415/LOC110940058/LOC110868393/LOC110940690/LOC110917685/LOC110929769/LOC110879759/LOC110884117/LOC110893972/LOC110898271/LOC110898267/LOC110898279/LOC110898278/LOC110901109/LOC110908492/LOC110877556/LOC110910286/LOC110912252/LOC110912253/LOC110912423/LOC110918013/LOC110918028/LOC110920074/LOC110917813/LOC110922746/LOC110921961	33
magnesium ion binding	magnesium ion binding	magnesium ion binding	62/5384	203/35298	0.305418719211823	2.00235325979549	6.07617650556872	2.78057710087265e-08	8.81712029083167e-07	7.02461583378355e-07	LOC110945063/LOC110881909/LOC110882272/LOC110908859/LOC110918691/LOC110914415/LOC110936945/LOC118486704/LOC110924412/LOC110928585/LOC110929184/LOC110929414/LOC110929415/LOC110941347/LOC110935509/LOC110940058/LOC110940604/LOC110940859/LOC110941698/LOC110941534/LOC110865716/LOC110890016/LOC110868393/LOC110940690/LOC110917685/LOC110930816/LOC110929769/LOC110878289/LOC110879640/LOC110879759/LOC110884117/LOC110885002/LOC110885000/LOC110886359/LOC110891344/LOC110893972/LOC110894641/LOC110895711/LOC110897720/LOC110898271/LOC110898267/LOC110898279/LOC110898278/LOC110901109/LOC110908492/LOC110877556/LOC110903659/LOC110909907/LOC110910286/LOC110912252/LOC110912253/LOC110912423/LOC110912600/LOC110882778/LOC110918013/LOC110918028/LOC110920074/LOC110917813/LOC110915044/LOC110923021/LOC110922746/LOC110921961	62
microfilament motor activity	microfilament motor activity	microfilament motor activity	16/5384	25/35298	0.64	4.19589895988113	6.78150402674869	4.29705539860337e-08	1.28000165358397e-06	1.01977965440539e-06	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
vesicle transport along actin filament	vesicle transport along actin filament	vesicle transport along actin filament	16/5384	25/35298	0.64	4.19589895988113	6.78150402674869	4.29705539860337e-08	1.28000165358397e-06	1.01977965440539e-06	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
proton export across plasma membrane	proton export across plasma membrane	proton export across plasma membrane	11/5384	13/35298	0.846153846153846	5.54746256715053	6.95712692268375	5.95303817251558e-08	1.72112838928906e-06	1.37122613013981e-06	LOC110911454/LOC110935782/LOC110940643/LOC110865545/LOC110873767/LOC110886647/LOC110894008/LOC110900105/LOC110916551/LOC110917021/LOC110920820	11
cellular response to nitrate	cellular response to nitrate	cellular response to nitrate	10/5384	11/35298	0.909090909090909	5.96008374983115	6.98010831289658	6.41426373496517e-08	1.8014917861345e-06	1.43525179513206e-06	LOC110875017/LOC110875029/LOC110874964/LOC110890981/LOC110890983/LOC110890982/LOC110890986/LOC110890992/LOC110898042/LOC110898043	10
carbohydrate binding	carbohydrate binding	carbohydrate binding	57/5384	185/35298	0.308108108108108	2.01998514115899	5.90105849292376	7.05616950611568e-08	1.92672628458659e-06	1.53502634869885e-06	LOC110919237/LOC110921587/LOC110927059/LOC110931443/LOC110929259/LOC110929262/LOC110929263/LOC110929265/LOC110927800/LOC110929247/LOC118479383/LOC110929632/LOC110932033/LOC110929363/LOC110929366/LOC110929367/LOC110929368/LOC118490468/LOC110889889/LOC110887946/LOC110943548/LOC110930003/LOC110930334/LOC110930247/LOC110935656/LOC110867978/LOC110871855/LOC110872079/LOC110932471/LOC118481729/LOC118482001/LOC110878002/LOC110878003/LOC110878463/LOC110876375/LOC110878710/LOC110878866/LOC110879976/LOC110880215/LOC110886521/LOC110888350/LOC110897348/LOC110897349/LOC110898581/LOC110899364/LOC110899363/LOC118485370/LOC110899497/LOC110909009/LOC110903828/LOC110907402/LOC110903774/LOC118487434/LOC110918649/LOC110915427/LOC110926547/LOC110921558	57
myosin complex	myosin complex	myosin complex	16/5384	26/35298	0.615384615384615	4.03451823065493	6.5666755728905	9.58106351659205e-08	2.54545552346216e-06	2.0279690629714e-06	LOC110870809/LOC110871306/LOC118490101/LOC110936988/LOC110937308/LOC110878917/LOC110871605/LOC110872324/LOC110877028/LOC110889163/LOC110890487/LOC110890257/LOC110890727/LOC110869101/LOC110908459/LOC110907009	16
vacuole	vacuole	vacuole	39/5384	110/35298	0.354545454545455	2.32443266243415	5.9021889934892	1.41235140745044e-07	3.65353008822048e-06	2.91077409180922e-06	LOC110871782/LOC110866140/LOC110919237/LOC110927059/LOC110929547/LOC110929381/LOC110929380/LOC110929382/LOC110929386/LOC110931815/LOC110927856/LOC110929387/LOC110931821/LOC110938203/LOC110940598/LOC110940596/LOC110939797/LOC110872634/LOC110877803/LOC110878866/LOC110879461/LOC110880215/LOC110882477/LOC110885761/LOC110886521/LOC110886961/LOC110888350/LOC110893742/LOC110894996/LOC110895290/LOC110895478/LOC110898581/LOC110909009/LOC110904275/LOC110904684/LOC110913105/LOC110917087/LOC110921558/LOC110922634	39
beta-galactosidase activity	beta-galactosidase activity	beta-galactosidase activity	18/5384	33/35298	0.545454545454545	3.57605024989869	6.2809239452742	1.97605822329882e-07	4.98068008590446e-06	3.96811691804135e-06	LOC110871782/LOC110919237/LOC110927059/LOC110929547/LOC110938203/LOC110872634/LOC110878866/LOC110880215/LOC110886521/LOC110886961/LOC110888350/LOC110893742/LOC110895290/LOC110898581/LOC110909009/LOC110913105/LOC110921558/LOC110922634	18
regulation of stomatal closure	regulation of stomatal closure	regulation of stomatal closure	10/5384	12/35298	0.833333333333333	5.46341010401189	6.56055194929233	3.31644366419282e-07	8.15016030475386e-06	6.49324759515647e-06	LOC110878607/LOC110878604/LOC110878603/LOC110906697/LOC110898810/LOC110937109/LOC110937110/LOC110937115/LOC110937116/LOC110912259	10
secondary metabolic process	secondary metabolic process	secondary metabolic process	18/5384	34/35298	0.529411764705882	3.47087230137226	6.11516460240263	3.59855582132082e-07	8.62775700575211e-06	6.87374975882591e-06	LOC110865991/LOC110865984/LOC110890881/LOC110935618/LOC110886317/LOC110879148/LOC110865743/LOC110898270/LOC110899599/LOC110900065/LOC118486479/LOC110916479/LOC110911443/LOC110911418/LOC110912893/LOC110912895/LOC110912894/LOC110912801	18
chaperone cofactor-dependent protein refolding	chaperone cofactor-dependent protein refolding	chaperone cofactor-dependent protein refolding	38/5384	110/35298	0.345454545454545	2.26483182493584	5.63658439382707	4.34801109791463e-07	1.01764164505954e-05	8.1075695660363e-06	LOC110864550/LOC110876959/LOC110864547/LOC110909518/LOC110884052/LOC110903994/LOC110929117/LOC110930261/LOC110930260/LOC110932994/LOC110936043/LOC110867123/LOC110918907/LOC110872944/LOC110879517/LOC110884530/LOC110884424/LOC110884425/LOC110885592/LOC110885591/LOC110885593/LOC110886809/LOC110895197/LOC110901815/LOC110901836/LOC110899791/LOC110909835/LOC110909833/LOC110909832/LOC118479328/LOC110909823/LOC110909821/LOC110911952/LOC110940395/LOC110940194/LOC110926376/LOC110926129/LOC110925060	38
diterpenoid biosynthetic process	diterpenoid biosynthetic process	diterpenoid biosynthetic process	24/5384	56/35298	0.428571428571429	2.80975376777754	5.74999421783325	6.91442503699092e-07	1.58066972357257e-05	1.25932245471756e-05	LOC110914415/LOC110936945/LOC110924412/LOC110929184/LOC110929414/LOC110929415/LOC110940058/LOC110868393/LOC110940690/LOC110917685/LOC110929769/LOC110879759/LOC110893972/LOC110898271/LOC110898267/LOC110898279/LOC110898278/LOC110901109/LOC110908492/LOC110877556/LOC110912252/LOC110912253/LOC110912423/LOC110921961	24
DNA replication	DNA replication	DNA replication	52/5384	174/35298	0.298850574712644	1.95929189936978	5.38155267398784	7.38895632185784e-07	1.65076001463324e-05	1.3151635175747e-05	LOC110939166/LOC110926756/LOC110898621/LOC110889087/LOC110897540/LOC110931565/LOC110928238/LOC110934689/LOC110938089/LOC110883630/LOC118492076/LOC110943171/LOC110940744/LOC110942888/LOC110940900/LOC110944812/LOC110865565/LOC110870170/LOC110870242/LOC110873364/LOC110870399/LOC110875450/LOC110876583/LOC110892410/LOC110927278/LOC110882275/LOC110926964/LOC110888945/LOC110888846/LOC110892406/LOC110892527/LOC110893053/LOC110908176/LOC110909875/LOC110900954/LOC110901429/LOC110899120/LOC110908637/LOC110907220/LOC110907329/LOC110907590/LOC110904743/LOC110909970/LOC110914842/LOC110942779/LOC110919932/LOC110918196/LOC110924201/LOC110924815/LOC110920832/LOC110925248/LOC110922234	52
plant-type vacuole	plant-type vacuole	plant-type vacuole	19/5384	39/35298	0.487179487179487	3.19399359926849	5.81589882395123	9.14521533014996e-07	1.99772148211942e-05	1.59158835219452e-05	LOC110899387/LOC110899389/LOC110901748/LOC110899391/LOC110899390/LOC110871436/LOC110928973/LOC110945075/LOC110865962/LOC110877415/LOC110884252/LOC110884254/LOC110886363/LOC110890036/LOC110894125/LOC110895112/LOC110899238/LOC110899229/LOC110899319	19
ribonucleoprotein complex	ribonucleoprotein complex	ribonucleoprotein complex	26/5384	65/35298	0.4	2.62243684992571	5.55435772257959	1.20509132933728e-06	2.57522777551857e-05	2.05168867054218e-05	LOC110871940/LOC110878005/LOC110886321/LOC110904134/LOC110935525/LOC110935757/LOC110936116/LOC110883141/LOC110877989/LOC110936511/LOC110889866/LOC110889865/LOC110889864/LOC110864237/LOC110909359/LOC110885463/LOC110891870/LOC110907875/LOC110895981/LOC110893661/LOC110897028/LOC110897943/LOC110911013/LOC110915407/LOC110915122/LOC110919802	26
microtubule-based movement	microtubule-based movement	microtubule-based movement	31/5384	85/35298	0.364705882352941	2.39104536316756	5.44732667815139	1.29593332889535e-06	2.71043077085984e-05	2.15940514378082e-05	LOC110942285/LOC110877133/LOC110879359/LOC110936946/LOC110926114/LOC110927339/LOC110865868/LOC110927754/LOC110937060/LOC110939936/LOC110942159/LOC118479679/LOC110865271/LOC110884181/LOC110873314/LOC110927289/LOC110884529/LOC110886910/LOC110889968/LOC110891223/LOC110893780/LOC110898193/LOC110901535/LOC118485848/LOC110909261/LOC110914253/LOC110912948/LOC110915872/LOC110916045/LOC110923616/LOC110865169	31
inositol hexakisphosphate binding	inositol hexakisphosphate binding	inositol hexakisphosphate binding	11/5384	16/35298	0.6875	4.50731333580981	5.95308575240739	2.12707338501156e-06	4.35606903638826e-05	3.47048815449255e-05	LOC110871664/LOC110879123/LOC110879157/LOC110879159/LOC110879167/LOC110879090/LOC118482189/LOC110903866/LOC110903889/LOC110912301/LOC110922536	11
P-type proton-exporting transporter activity	P-type proton-exporting transporter activity	P-type proton-exporting transporter activity	15/5384	28/35298	0.535714285714286	3.51219220972193	5.64174339058185	2.82663399702988e-06	5.55716243816075e-05	4.42740146061102e-05	LOC110871907/LOC110911454/LOC110931505/LOC110935782/LOC110940643/LOC110865545/LOC110887660/LOC110873767/LOC110886647/LOC110894008/LOC110900105/LOC110916551/LOC110917021/LOC110923668/LOC110920820	15
regulation of intracellular pH	regulation of intracellular pH	regulation of intracellular pH	15/5384	28/35298	0.535714285714286	3.51219220972193	5.64174339058185	2.82663399702988e-06	5.55716243816075e-05	4.42740146061102e-05	LOC110871907/LOC110911454/LOC110931505/LOC110935782/LOC110940643/LOC110865545/LOC110887660/LOC110873767/LOC110886647/LOC110894008/LOC110900105/LOC110916551/LOC110917021/LOC110923668/LOC110920820	15
carboxy-lyase activity	carboxy-lyase activity	carboxy-lyase activity	14/5384	25/35298	0.56	3.67141158989599	5.66857359428428	3.02624205876149e-06	5.83293322306381e-05	4.64710854843869e-05	LOC110945063/LOC110873856/LOC110877880/LOC110926916/LOC110941698/LOC110941534/LOC110885002/LOC110885000/LOC110881729/LOC110891027/LOC110898069/LOC110909907/LOC110923568/LOC110925576	14
transmembrane transporter activity	transmembrane transporter activity	transmembrane transporter activity	70/5384	270/35298	0.259259259259259	1.69972758791481	4.89651835694571	3.69310143354607e-06	6.93222577938806e-05	5.52291693512311e-05	LOC110868581/LOC110940858/LOC110940863/LOC110883417/LOC110922475/LOC110921143/LOC110923524/LOC118491690/LOC110925564/LOC118491691/LOC110922225/LOC110921127/LOC110920957/LOC110921125/LOC110920958/LOC110923600/LOC118481025/LOC110909229/LOC110927236/LOC110929032/LOC110927699/LOC110929210/LOC110931870/LOC110941346/LOC110941348/LOC110935593/LOC110936869/LOC110936871/LOC110934878/LOC110937192/LOC110937235/LOC110941756/LOC110864529/LOC110895511/LOC110893237/LOC110918944/LOC110872096/LOC110872261/LOC110872265/LOC110869672/LOC110870891/LOC110916174/LOC110916648/LOC110916649/LOC110916691/LOC110917578/LOC110889039/LOC110870514/LOC110923513/LOC110873884/LOC110877543/LOC110880133/LOC110886570/LOC110886568/LOC110890864/LOC110891367/LOC110891371/LOC110896616/LOC110895025/LOC110898174/LOC110899226/LOC110884368/LOC110911177/LOC110913411/LOC110913408/LOC110880461/LOC110918795/LOC110917207/LOC110915114/LOC110920904	70
deNEDDylase activity	deNEDDylase activity	deNEDDylase activity	10/5384	14/35298	0.714285714285714	4.6829229462959	5.84725349637723	3.73761918929366e-06	6.93222577938806e-05	5.52291693512311e-05	LOC110911682/LOC110936250/LOC110873199/LOC110909050/LOC110879008/LOC110916102/LOC110880131/LOC110890111/LOC110878845/LOC110911115	10
microtubule	microtubule	microtubule	29/5384	82/35298	0.353658536585366	2.31861794658065	5.0715425583753	5.71014925515644e-06	0.000103945865144792	8.28138605426196e-05	LOC110936946/LOC110867888/LOC110927339/LOC118490578/LOC110898952/LOC110940095/LOC110940904/LOC110865507/LOC110870589/LOC110917680/LOC110884601/LOC110867693/LOC110867677/LOC110873866/LOC110878216/LOC110885516/LOC110937519/LOC110894250/LOC110894717/LOC110895460/LOC110897292/LOC110897777/LOC110898149/LOC110879307/LOC110911690/LOC110911691/LOC110915231/LOC110919949/LOC110923616	29
